190.71	114.600
191.09	114.600
191.46	114.600
191.84	111.254
192.22	114.332
192.59	106.751
192.97	110.069
193.34	110.377
193.72	106.305
194.10	108.210
194.47	110.060
194.85	110.572
195.23	111.702
195.60	109.915
195.98	107.777
196.36	109.190
196.73	114.661
197.11	111.420
197.48	112.037
197.86	112.673
198.24	107.326
198.61	111.107
198.99	111.887
199.37	109.232
199.74	108.359
200.12	216.092
200.49	290.566
200.87	691.379
201.25	-204.571
201.62	672.414
202.00	1345.455
202.37	694.828
202.75	407.874
203.12	818.987
203.50	1376.923
203.88	-265.693
204.25	-283.036
204.63	-1006.452
205.00	337.255
205.38	543.750
205.75	-112.121
206.13	936.111
206.51	782.407
206.88	345.283
207.26	-2604.762
207.63	-336.416
208.01	198.936
208.38	1138.462
208.76	-346.364
209.14	1450.000
209.51	-189.513
209.89	-245.963
210.26	-458.108
210.64	-104.894
211.01	222.088
211.39	-215.385
211.76	-174.854
212.14	-69.920
212.51	-1314.286
212.89	-392.424
213.26	-125.785
213.64	16.667
214.01	-13.859
214.39	-12.469
214.76	-65.672
215.14	-28.253
215.51	-262.500
215.89	-234.586
216.26	-82.891
216.64	15.789
217.01	-656.452
217.39	-458.025
217.76	-163.063
218.14	1129.630
218.51	-50.733
218.89	-74.757
219.26	231.387
219.64	-102.778
220.01	-82.877
220.39	-20850.000
220.76	-116.763
221.14	-11.418
221.51	-119.602
221.89	-90.032
222.26	-160.223
222.64	-102.655
223.01	1.029
223.39	-35.833
223.76	-82.796
224.14	-600.000
224.51	-27.402
224.88	171.779
225.26	35.928
225.63	-2.579
226.01	-63.564
226.38	-353.000
226.76	-153.659
227.13	-39.216
227.50	14.881
227.88	40.039
228.25	-42.443
228.63	0.279
229.00	-24.074
229.38	-60.364
229.75	-55.403
230.12	-24.227
230.50	-38.517
230.87	3383.333
231.25	-61.029
231.62	-77.473
231.99	-60.706
232.37	44.000
232.74	-429.310
233.12	-102.375
233.49	-14.885
233.86	12.090
234.24	-89.908
234.61	-55.078
234.99	-33.857
235.36	-32.143
235.73	-16.732
236.11	4.220
236.48	-21.473
236.86	12.518
237.23	10.672
237.60	-41.425
237.98	-148.980
238.35	-32.701
238.72	-69.272
239.10	27.168
239.47	33.816
239.84	-10.751
240.22	-35.596
240.59	-30.909
240.96	-12.168
241.34	-2.309
241.71	-42.130
242.08	25.972
242.46	35.016
242.83	27.809
243.20	35.466
243.58	2.974
243.95	-13.713
244.32	-15.633
244.70	-6.568
245.07	-25.493
245.44	-49.142
245.82	-19.530
246.19	35.098
246.56	-17.755
246.94	3.802
247.31	-5.190
247.68	-2.990
248.05	9.524
248.43	21.184
248.80	47.806
249.17	-82.680
249.55	30.198
249.92	-18.371
250.29	6.456
250.67	45.850
251.04	27.896
251.41	4.323
251.78	3.976
252.16	-37.500
252.53	3.035
252.90	-12.310
253.27	26.187
253.65	26.056
254.02	53.061
254.39	25.229
254.76	28.708
255.14	7.717
255.51	-28.020
255.88	22.182
256.25	46.719
256.63	34.759
257.00	17.391
257.37	4.762
257.74	20.146
258.12	58.655
258.49	19.853
258.86	28.322
259.23	50.459
259.60	22.495
259.98	21.707
260.35	32.880
260.72	44.831
261.09	59.189
261.47	34.929
261.84	60.506
262.21	53.505
262.58	77.440
262.95	52.169
263.32	52.704
263.70	72.160
264.07	55.322
264.44	66.523
264.81	53.550
265.18	55.189
265.56	49.551
265.93	50.000
266.30	68.178
266.67	58.333
267.04	56.275
267.41	64.417
267.79	68.384
268.16	87.249
268.53	71.562
268.90	71.391
269.27	76.331
269.64	73.890
270.02	76.665
270.39	70.068
270.76	81.605
271.13	79.137
271.50	76.928
271.87	84.123
272.24	82.220
272.61	90.372
272.99	72.991
273.36	67.923
273.73	77.178
274.10	61.798
274.47	67.985
274.84	70.115
275.21	75.884
275.58	59.533
275.96	82.859
276.33	91.097
276.70	72.881
277.07	64.226
277.44	85.354
277.81	76.608
278.18	88.662
278.55	74.532
278.92	77.739
279.29	91.635
279.66	51.674
280.04	85.493
280.41	65.289
280.78	77.920
281.15	71.662
281.52	67.657
281.89	76.665
282.26	92.021
282.63	76.685
283.00	71.204
283.37	68.196
283.74	80.754
284.11	71.949
284.48	82.966
284.85	74.708
285.22	79.385
285.59	75.559
285.96	73.252
286.33	68.099
286.70	75.649
287.07	85.078
287.44	91.992
287.81	74.359
288.19	81.176
288.56	91.227
288.93	79.510
289.30	79.984
289.67	83.546
290.04	80.822
290.41	84.523
290.78	68.748
291.15	87.081
291.52	80.855
291.89	83.435
292.26	79.570
292.63	75.207
292.99	80.942
293.36	76.692
293.73	89.414
294.10	83.377
294.47	87.222
294.84	75.086
295.21	80.234
295.58	78.562
295.95	89.022
296.32	84.649
296.69	87.425
297.06	80.436
297.43	77.970
297.80	98.635
298.17	91.497
298.54	90.217
298.91	94.343
299.28	78.810
299.65	91.738
300.02	79.566
300.39	88.144
300.76	81.726
301.12	76.419
301.49	81.722
301.86	80.665
302.23	81.805
302.60	82.875
302.97	85.266
303.34	81.123
303.71	81.674
304.08	78.036
304.45	76.631
304.82	79.976
305.18	66.163
305.55	81.782
305.92	83.017
306.29	73.661
306.66	79.065
307.03	87.956
307.40	88.650
307.77	77.801
308.13	82.956
308.50	77.929
308.87	73.045
309.24	86.821
309.61	79.764
309.98	78.842
310.35	81.785
310.71	84.783
311.08	84.147
311.45	85.783
311.82	80.258
312.19	92.639
312.56	86.304
312.93	87.500
313.29	80.963
313.66	78.839
314.03	86.420
314.40	82.259
314.77	72.335
315.13	87.665
315.50	83.299
315.87	73.687
316.24	80.309
316.61	77.079
316.98	77.654
317.34	81.622
317.71	91.688
318.08	79.649
318.45	81.205
318.82	79.928
319.18	91.948
319.55	98.326
319.92	91.055
320.29	87.569
320.65	73.365
321.02	84.372
321.39	97.979
321.76	84.439
322.12	83.884
322.49	81.436
322.86	84.428
323.23	87.342
323.60	84.670
323.96	82.679
324.33	90.522
324.70	84.521
325.07	93.805
325.43	90.954
325.80	84.525
326.17	84.488
326.53	82.297
326.90	90.809
327.27	79.920
327.64	92.253
328.00	75.428
328.37	88.480
328.74	85.486
329.10	81.156
329.47	81.949
329.84	83.529
330.21	82.823
330.57	87.007
330.94	82.312
331.31	88.366
331.67	83.719
332.04	84.562
332.41	86.428
332.77	85.991
333.14	83.130
333.51	77.600
333.87	86.876
334.24	81.671
334.61	87.773
334.97	79.700
335.34	75.702
335.71	78.162
336.07	87.546
336.44	92.673
336.81	85.933
337.17	81.658
337.54	84.621
337.91	85.462
338.27	88.169
338.64	93.573
339.01	85.593
339.37	80.658
339.74	75.053
340.10	86.298
340.47	83.309
340.84	75.714
341.20	74.636
341.57	87.496
341.94	75.512
342.30	82.344
342.67	90.315
343.03	94.347
343.40	78.237
343.77	86.603
344.13	88.193
344.50	90.849
344.86	83.871
345.23	84.426
345.60	93.473
345.96	84.615
346.33	80.393
346.69	83.889
347.06	82.326
347.42	97.623
347.79	80.895
348.15	85.594
348.52	84.563
348.89	87.035
349.25	88.985
349.62	94.176
349.98	80.944
350.35	89.109
350.71	92.686
351.08	82.148
351.44	75.697
351.81	82.758
352.17	83.607
352.54	84.064
352.91	80.532
353.27	79.763
353.64	86.026
354.00	89.857
354.37	87.097
354.73	93.024
355.10	87.039
355.46	76.138
355.83	87.405
356.19	78.755
356.56	84.402
356.92	76.062
357.29	81.672
357.65	74.099
358.02	85.863
358.38	80.984
358.74	93.305
359.11	89.320
359.47	90.028
359.84	81.983
360.20	86.647
360.57	89.252
360.93	93.110
361.30	84.974
361.66	83.932
362.03	80.386
362.39	79.813
362.75	88.394
363.12	89.233
363.48	91.201
363.85	87.074
364.21	83.347
364.58	92.755
364.94	85.764
365.30	88.609
365.67	83.473
366.03	84.521
366.40	86.146
366.76	92.631
367.13	83.959
367.49	89.995
367.85	89.168
368.22	88.303
368.58	90.129
368.95	84.468
369.31	80.521
369.67	84.282
370.04	90.149
370.40	83.143
370.76	86.695
371.13	91.364
371.49	90.493
