#	2014-06-20 16:39:40
3.076615E-6	0.007257	108.734154
3.067178E-6	0.012277	-234.742181
3.057798E-6	0.019175	47.199811
3.048476E-6	0.033945	129.672960
3.039210E-6	0.020880	-57.121626
3.030000E-6	0.040159	17.290138
3.020846E-6	0.032638	219.328165
3.011747E-6	0.084477	56.824068
3.002703E-6	0.122487	37.414667
2.993713E-6	0.134895	35.809761
2.984776E-6	0.301840	1085.250430
2.975893E-6	0.259968	42.316519
2.967062E-6	0.354838	73.025531
2.958284E-6	0.648453	53.002075
2.949558E-6	0.994861	-50.641928
2.940882E-6	1.517740	101.484181
2.932258E-6	1.296590	34.775733
2.923684E-6	2.192986	-97.828957
2.915160E-6	3.713156	21.470532
2.906686E-6	3.894430	-3.592359
2.898261E-6	7.849896	-2120.418797
2.889884E-6	6.457567	-0.479278
2.881556E-6	9.694650	7.967680
2.873276E-6	9.366073	-289.828400
2.865043E-6	22.026893	40.263016
2.856857E-6	30.620577	152.985608
2.848718E-6	38.152388	55.814254
2.840625E-6	85.831919	-65.139024
2.832578E-6	94.290437	21.314402
2.824576E-6	85.295715	-67.666312
2.816620E-6	205.180707	-611.917066
2.808708E-6	304.210289	140.641190
2.800840E-6	288.610890	123.854184
2.793017E-6	492.408889	76.478129
2.785237E-6	725.908835	98.741456
2.777500E-6	779.494624	56.041569
2.769806E-6	822.214925	25.026901
2.762155E-6	1919.053905	112.116499
2.754545E-6	2642.469510	116.322076
2.746978E-6	1717.665307	13.094026
2.739452E-6	4990.558026	208.135990
2.731967E-6	3840.381735	315.835560
2.724523E-6	4295.425558	-108.936263
2.717120E-6	7746.703432	15.909938
2.709756E-6	15676.065115	169.220393
2.702432E-6	17747.101714	44.807569
2.695148E-6	46579.986264	189.330485
2.687903E-6	40113.913457	78.112359
2.680697E-6	82329.048112	-9318.518036
2.673529E-6	68290.598702	165.900524
2.666400E-6	137682.097272	237.104932
2.659309E-6	273391.253101	186.328852
2.652255E-6	339393.515583	-524.960049
2.645238E-6	431300.759919	-19.065839
2.638259E-6	678173.308823	-161.020830
2.631316E-6	885149.963749	-320.499011
2.624409E-6	1575181.384870	453.658814
2.617539E-6	2407504.284510	150.042481
2.610705E-6	3518381.216615	121.731322
2.603906E-6	5518312.539491	266.839799
2.597143E-6	8157624.026374	116.625003
2.590415E-6	1.132074E+7	125.605124
2.583721E-6	1.555707E+7	81.326210
2.577062E-6	2.302432E+7	93.077316
2.570437E-6	3.027029E+7	100.142150
2.563846E-6	3.748889E+7	118.637305
2.557289E-6	4.461689E+7	92.920339
2.550765E-6	5.119101E+7	90.889611
2.544275E-6	5.743631E+7	77.238226
2.537817E-6	6.498484E+7	80.527917
2.531392E-6	7.278177E+7	79.882966
2.525000E-6	7.983202E+7	86.157046
2.518640E-6	8.661872E+7	84.232511
2.512312E-6	9.319576E+7	83.707998
2.506015E-6	1.016838E+8	87.671941
2.499750E-6	1.073339E+8	84.109607
2.493516E-6	1.149002E+8	84.870185
2.487313E-6	1.255884E+8	88.735763
