SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Oct 31 12:49:52 PDT 2014
User: tbrown
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: JAZA2166
Integration Time (usec): 2200 (JAZA2166)
Spectra Averaged: 50 (JAZA2166)
Boxcar Smoothing: 0 (JAZA2166)
Correct for Electrical Dark: No (JAZA2166)
Strobe/Lamp Enabled: No (JAZA2166)
Correct for Detector Non-linearity: No (JAZA2166)
Correct for Stray Light: No (JAZA2166)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
190.71	113.780
191.09	113.780
191.46	113.780
191.84	105.315
192.22	111.278
192.59	110.320
192.97	108.585
193.34	107.157
193.72	109.967
194.10	109.294
194.47	112.771
194.85	104.450
195.23	107.607
195.60	105.046
195.98	108.336
196.36	109.244
196.73	113.678
197.11	105.673
197.48	109.470
197.86	106.621
198.24	110.357
198.61	108.211
198.99	106.401
199.37	109.504
199.74	114.609
200.12	119.770
200.49	183.774
200.87	391.379
201.25	-168.571
201.62	590.805
202.00	604.545
202.37	672.414
202.75	270.079
203.12	672.152
203.50	598.077
203.88	-228.467
204.25	-194.643
204.63	-829.032
205.00	221.176
205.38	560.714
205.75	-196.970
206.13	666.667
206.51	334.259
206.88	67.925
207.26	-1766.667
207.63	-43.353
208.01	107.447
208.38	561.538
208.76	-257.273
209.14	1765.625
209.51	-83.521
209.89	-124.224
210.26	-412.162
210.64	-83.191
211.01	281.526
211.39	-125.000
211.76	-330.409
212.14	-37.433
212.51	-820.000
212.89	-373.485
213.26	-85.874
213.64	-59.000
214.01	0.640
214.39	27.384
214.76	-35.821
215.14	-75.093
215.51	-117.763
215.89	-396.241
216.26	-60.767
216.64	-8.097
217.01	-372.581
217.39	-290.123
217.76	-112.613
218.14	1359.259
218.51	-4.579
218.89	-142.071
219.26	240.876
219.64	26.042
220.01	56.621
220.39	-13200.000
220.76	-34.971
221.14	13.628
221.51	3.125
221.89	-38.264
222.26	-13.383
222.64	22.714
223.01	19.753
223.39	23.056
223.76	-55.197
224.14	-167.857
224.51	-67.616
224.88	209.816
225.26	37.725
225.63	-61.508
226.01	7.979
226.38	-344.000
226.76	-67.317
227.13	-82.353
227.50	-17.262
227.88	52.805
228.25	-9.731
228.63	35.754
229.00	26.080
229.38	-41.818
229.75	11.149
230.12	12.027
230.50	0.723
230.87	1216.667
231.25	-3.676
231.62	-113.187
231.99	-12.583
232.37	6.087
232.74	-118.966
233.12	-28.496
233.49	39.122
233.86	39.254
234.24	33.333
234.61	-5.859
234.99	-18.161
235.36	56.888
235.73	-23.819
236.11	35.166
236.48	6.866
236.86	42.248
237.23	64.141
237.60	-6.904
237.98	51.020
238.35	-31.754
238.72	-4.313
239.10	31.760
239.47	48.158
239.84	-17.406
240.22	17.615
240.59	-12.545
240.96	-13.496
241.34	40.497
241.71	3.241
242.08	8.304
242.46	-44.479
242.83	38.483
243.20	-6.399
243.58	-17.100
243.95	55.485
244.32	30.189
244.70	61.412
245.07	4.249
245.44	0.644
245.82	50.185
246.19	35.098
246.56	41.514
246.94	30.989
247.31	2.653
247.68	62.182
248.05	46.992
248.43	10.395
248.80	18.591
249.17	14.227
249.55	28.465
249.92	-15.815
250.29	83.788
250.67	103.557
251.04	36.868
251.41	48.127
251.78	44.772
252.16	-30.183
252.53	52.277
252.90	33.895
253.27	47.320
253.65	49.641
254.02	55.782
254.39	50.229
254.76	49.761
255.14	59.968
255.51	-11.409
255.88	75.455
256.25	37.812
256.63	39.171
257.00	40.217
257.37	15.679
257.74	34.102
258.12	55.237
258.49	60.907
258.86	27.996
259.23	39.056
259.60	42.537
259.98	66.220
260.35	22.826
260.72	57.895
261.09	59.595
261.47	49.922
261.84	61.552
262.21	46.392
262.58	72.320
262.95	85.575
263.32	70.761
263.70	75.200
264.07	62.528
264.44	69.543
264.81	59.592
265.18	62.500
265.56	82.316
265.93	72.923
266.30	65.250
266.67	75.683
267.04	65.749
267.41	59.043
267.79	102.672
268.16	86.318
268.53	73.425
268.90	78.478
269.27	91.626
269.64	81.984
270.02	88.295
270.39	83.967
270.76	93.423
271.13	76.302
271.50	87.739
271.87	87.935
272.24	93.901
272.61	96.462
272.99	87.064
273.36	89.085
273.73	75.246
274.10	66.009
274.47	79.122
274.84	89.124
275.21	82.488
275.58	66.931
275.96	76.793
276.33	91.265
276.70	86.646
277.07	64.286
277.44	73.081
277.81	80.820
278.18	81.529
278.55	70.108
278.92	83.157
279.29	76.969
279.66	55.600
280.04	72.757
280.41	79.162
280.78	78.585
281.15	76.402
281.52	71.587
281.89	73.849
282.26	87.150
282.63	73.540
283.00	72.958
283.37	78.518
283.74	86.317
284.11	79.139
284.48	83.178
284.85	77.994
285.22	88.291
285.59	62.440
285.96	80.332
286.33	87.069
286.70	79.046
287.07	84.952
287.44	75.447
287.81	68.417
288.19	82.442
288.56	90.994
288.93	83.256
289.30	72.645
289.67	78.523
290.04	82.052
290.41	80.471
290.78	80.723
291.15	92.992
291.52	90.806
291.89	102.917
292.26	81.402
292.63	81.171
292.99	74.788
293.36	85.357
293.73	87.705
294.10	90.388
294.47	85.958
294.84	83.299
295.21	84.022
295.58	93.280
295.95	97.312
296.32	89.879
296.69	88.786
297.06	94.345
297.43	90.451
297.80	91.236
298.17	84.079
298.54	93.990
298.91	93.859
299.28	87.073
299.65	93.455
300.02	84.412
300.39	84.298
300.76	79.957
301.12	82.770
301.49	82.744
301.86	85.746
302.23	80.414
302.60	83.273
302.97	82.934
303.34	89.166
303.71	84.745
304.08	82.364
304.45	84.716
304.82	92.435
305.18	89.082
305.55	83.715
305.92	82.771
306.29	88.114
306.66	95.411
307.03	83.652
307.40	85.957
307.77	88.007
308.13	90.971
308.50	90.361
308.87	78.532
309.24	84.876
309.61	93.030
309.98	81.865
310.35	82.735
310.71	94.437
311.08	90.836
311.45	86.102
311.82	79.552
312.19	93.403
312.56	88.532
312.93	96.419
313.29	89.286
313.66	85.724
314.03	80.605
314.40	91.615
314.77	83.450
315.13	87.311
315.50	86.180
315.87	82.046
316.24	82.243
316.61	93.083
316.98	84.145
317.34	90.234
