nm	T	R	A
1360.000000	  78.649373	  19.717155	   1.633472
1359.000000	  78.633574	  19.720536	   1.645890
1358.000000	  78.637200	  19.735311	   1.627489
1357.000000	  78.578014	  19.731230	   1.690756
1356.000000	  78.534814	  19.721821	   1.743365
1355.000000	  78.528863	  19.733424	   1.737713
1354.000000	  78.562997	  19.741385	   1.695618
1353.000000	  78.514761	  19.763726	   1.721513
1352.000000	  78.486703	  19.788104	   1.725193
1351.000000	  78.465861	  19.792117	   1.742022
1350.000000	  78.454737	  19.797959	   1.747304
1349.000000	  78.473758	  19.813295	   1.712947
1348.000000	  78.424629	  19.831538	   1.743833
1347.000000	  78.390347	  19.838054	   1.771599
1346.000000	  78.387528	  19.859146	   1.753326
1345.000000	  78.374780	  19.882026	   1.743194
1344.000000	  78.328145	  19.892926	   1.778929
1343.000000	  78.328273	  19.907923	   1.763804
1342.000000	  78.331410	  19.922209	   1.746381
1341.000000	  78.304726	  19.940944	   1.754330
1340.000000	  78.285527	  19.952465	   1.762008
1339.000000	  78.275345	  19.964840	   1.759815
1338.000000	  78.265150	  19.977257	   1.757593
1337.000000	  78.233347	  19.986619	   1.780034
1336.000000	  78.220762	  19.999129	   1.780109
1335.000000	  78.210189	  20.009230	   1.780581
1334.000000	  78.195301	  20.014959	   1.789740
1333.000000	  78.194177	  20.024109	   1.781714
1332.000000	  78.180981	  20.030898	   1.788121
1331.000000	  78.164719	  20.037607	   1.797674
1330.000000	  78.151567	  20.044156	   1.804277
1329.000000	  78.139522	  20.045619	   1.814859
1328.000000	  78.120768	  20.043468	   1.835764
1327.000000	  78.110880	  20.053059	   1.836061
1326.000000	  78.101089	  20.067024	   1.831887
1325.000000	  78.090469	  20.074776	   1.834755
1324.000000	  78.088859	  20.078908	   1.832233
1323.000000	  78.075154	  20.080392	   1.844454
1322.000000	  78.046458	  20.081791	   1.871751
1321.000000	  78.035088	  20.095508	   1.869404
1320.000000	  78.043656	  20.106246	   1.850098
1319.000000	  78.022131	  20.103014	   1.874855
1318.000000	  78.011115	  20.106693	   1.882192
1317.000000	  78.011942	  20.121300	   1.866758
1316.000000	  77.990670	  20.121974	   1.887356
1315.000000	  77.964036	  20.122837	   1.913127
1314.000000	  77.960474	  20.128792	   1.910734
1313.000000	  77.959954	  20.133441	   1.906605
1312.000000	  77.956724	  20.135541	   1.907735
1311.000000	  77.953818	  20.147208	   1.898974
1310.000000	  77.936879	  20.152906	   1.910215
1309.000000	  77.920245	  20.149261	   1.930494
1308.000000	  77.920159	  20.151974	   1.927867
1307.000000	  77.905288	  20.158535	   1.936177
1306.000000	  77.897662	  20.166803	   1.935535
1305.000000	  77.899512	  20.173251	   1.927237
1304.000000	  77.887666	  20.171003	   1.941331
1303.000000	  77.873585	  20.169018	   1.957397
1302.000000	  77.868060	  20.177711	   1.954229
1301.000000	  77.859539	  20.184957	   1.955504
1300.000000	  77.849121	  20.186664	   1.964215
1299.000000	  77.843858	  20.191039	   1.965103
1298.000000	  77.834921	  20.194494	   1.970585
1297.000000	  77.823871	  20.198666	   1.977463
1296.000000	  77.824305	  20.205565	   1.970130
1295.000000	  77.827443	  20.208232	   1.964325
1294.000000	  77.818772	  20.207513	   1.973715
1293.000000	  77.804214	  20.205431	   1.990355
1292.000000	  77.798007	  20.208679	   1.993314
1291.000000	  77.796474	  20.214914	   1.988612
1290.000000	  77.780407	  20.212488	   2.007105
1289.000000	  77.784156	  20.213190	   2.002654
1288.000000	  77.797651	  20.219270	   1.983079
1287.000000	  77.791999	  20.218464	   1.989537
1286.000000	  77.786394	  20.219067	   1.994539
1285.000000	  77.789473	  20.226335	   1.984192
1284.000000	  77.786566	  20.231161	   1.982273
1283.000000	  77.773580	  20.231531	   1.994889
1282.000000	  77.759832	  20.229259	   2.010909
1281.000000	  77.770846	  20.230909	   1.998245
1280.000000	  77.778122	  20.230334	   1.991544
1279.000000	  77.775254	  20.231728	   1.993018
1278.000000	  77.769317	  20.234428	   1.996255
1277.000000	  77.769958	  20.235805	   1.994237
1276.000000	  77.767492	  20.235592	   1.996916
1275.000000	  77.757601	  20.231756	   2.010643
1274.000000	  77.758270	  20.227780	   2.013950
1273.000000	  77.754650	  20.224796	   2.020554
1272.000000	  77.751603	  20.220393	   2.028004
1271.000000	  77.757795	  20.217032	   2.025173
1270.000000	  77.753152	  20.215587	   2.031261
1269.000000	  77.753260	  20.213465	   2.033275
1268.000000	  77.753002	  20.209908	   2.037090
1267.000000	  77.749142	  20.211610	   2.039248
1266.000000	  77.743160	  20.206905	   2.049935
1265.000000	  77.763359	  20.204444	   2.032197
1264.000000	  77.772379	  20.204324	   2.023297
1263.000000	  77.768606	  20.197418	   2.033976
1262.000000	  77.773421	  20.191863	   2.034716
1261.000000	  77.771004	  20.188024	   2.040972
1260.000000	  77.763985	  20.179139	   2.056876
1259.000000	  77.773260	  20.171258	   2.055482
1258.000000	  77.779679	  20.165605	   2.054716
1257.000000	  77.775084	  20.158232	   2.066684
1256.000000	  77.786375	  20.157914	   2.055711
1255.000000	  77.792563	  20.155358	   2.052079
1254.000000	  77.786899	  20.153613	   2.059488
1253.000000	  77.796250	  20.148442	   2.055308
1252.000000	  77.808925	  20.144356	   2.046719
1251.000000	  77.818676	  20.138430	   2.042894
1250.000000	  77.829594	  20.126564	   2.043842
1249.000000	  77.829429	  20.121627	   2.048944
1248.000000	  77.825928	  20.115597	   2.058475
1247.000000	  77.828640	  20.110492	   2.060868
1246.000000	  77.837352	  20.099634	   2.063014
1245.000000	  77.839398	  20.098226	   2.062376
1244.000000	  77.861978	  20.096950	   2.041072
1243.000000	  77.863329	  20.086908	   2.049763
1242.000000	  77.872922	  20.078600	   2.048478
1241.000000	  77.888309	  20.070776	   2.040915
1240.000000	  77.899294	  20.062521	   2.038185
1239.000000	  77.886271	  20.056822	   2.056907
1238.000000	  77.878538	  20.048659	   2.072803
1237.000000	  77.911755	  20.040685	   2.047560
1236.000000	  77.924270	  20.040792	   2.034938
1235.000000	  77.932101	  20.027031	   2.040868
1234.000000	  77.938675	  20.016007	   2.045318
1233.000000	  77.958068	  20.012065	   2.029867
1232.000000	  77.965301	  20.009006	   2.025693
1231.000000	  77.969929	  19.994715	   2.035356
1230.000000	  77.989480	  19.987189	   2.023331
1229.000000	  77.984290	  19.980028	   2.035682
1228.000000	  78.000481	  19.967239	   2.032280
1227.000000	  78.012340	  19.956064	   2.031596
1226.000000	  78.037490	  19.943022	   2.019488
1225.000000	  78.043353	  19.932012	   2.024635
1224.000000	  78.062621	  19.923038	   2.014341
1223.000000	  78.094505	  19.914117	   1.991378
1222.000000	  78.104386	  19.899195	   1.996419
1221.000000	  78.118462	  19.882648	   1.998890
1220.000000	  78.119742	  19.868176	   2.012082
1219.000000	  78.149414	  19.861299	   1.989287
1218.000000	  78.161110	  19.847187	   1.991703
1217.000000	  78.174035	  19.831166	   1.994799
1216.000000	  78.191903	  19.819776	   1.988321
1215.000000	  78.199856	  19.803351	   1.996793
1214.000000	  78.226549	  19.790924	   1.982527
1213.000000	  78.230049	  19.769897	   2.000054
1212.000000	  78.242307	  19.764220	   1.993473
1211.000000	  78.260340	  19.739303	   2.000357
1210.000000	  78.271123	  19.734341	   1.994536
1209.000000	  78.308717	  19.712470	   1.978813
1208.000000	  78.305713	  19.699638	   1.994649
1207.000000	  78.324152	  19.681356	   1.994492
1206.000000	  78.344949	  19.660020	   1.995031
1205.000000	  78.367544	  19.650476	   1.981980
1204.000000	  78.391963	  19.638570	   1.969467
1203.000000	  78.403751	  19.615668	   1.980581
1202.000000	  78.420428	  19.592145	   1.987427
1201.000000	  78.442198	  19.584700	   1.973102
1200.000000	  78.463581	  19.566509	   1.969910
1199.000000	  78.476485	  19.550065	   1.973450
1198.000000	  78.507512	  19.524094	   1.968394
1197.000000	  78.515251	  19.508774	   1.975975
1196.000000	  78.543772	  19.497915	   1.958313
1195.000000	  78.556747	  19.479253	   1.964000
1194.000000	  78.597619	  19.469166	   1.933215
1193.000000	  78.603578	  19.451936	   1.944486
1192.000000	  78.612816	  19.427516	   1.959668
1191.000000	  78.661529	  19.414419	   1.924052
1190.000000	  78.652214	  19.389010	   1.958776
1189.000000	  78.702635	  19.381453	   1.915912
1188.000000	  78.717439	  19.361193	   1.921368
1187.000000	  78.748251	  19.348846	   1.902903
1186.000000	  78.774983	  19.327926	   1.897091
1185.000000	  78.799720	  19.306060	   1.894220
1184.000000	  78.815627	  19.286883	   1.897490
1183.000000	  78.852669	  19.264741	   1.882590
1182.000000	  78.860801	  19.237626	   1.901573
1181.000000	  78.876410	  19.227229	   1.896361
1180.000000	  78.901574	  19.203835	   1.894591
1179.000000	  78.939523	  19.186606	   1.873871
1178.000000	  78.958650	  19.164858	   1.876492
1177.000000	  78.993156	  19.142761	   1.864083
1176.000000	  79.021982	  19.122278	   1.855740
1175.000000	  79.050552	  19.094123	   1.855325
1174.000000	  79.078250	  19.084212	   1.837538
1173.000000	  79.097727	  19.065726	   1.836547
1172.000000	  79.131646	  19.040290	   1.828064
1171.000000	  79.147938	  19.019049	   1.833013
1170.000000	  79.165193	  18.994407	   1.840400
1169.000000	  79.203740	  18.979153	   1.817107
1168.000000	  79.235442	  18.950789	   1.813769
1167.000000	  79.258134	  18.928754	   1.813112
1166.000000	  79.291957	  18.910860	   1.797183
1165.000000	  79.308113	  18.881787	   1.810100
1164.000000	  79.341635	  18.862617	   1.795748
1163.000000	  79.368990	  18.837949	   1.793061
1162.000000	  79.404062	  18.823437	   1.772501
1161.000000	  79.431716	  18.798782	   1.769502
1160.000000	  79.464552	  18.777181	   1.758267
1159.000000	  79.501845	  18.758369	   1.739786
1158.000000	  79.536249	  18.732222	   1.731529
1157.000000	  79.574650	  18.702116	   1.723234
1156.000000	  79.586972	  18.679859	   1.733169
1155.000000	  79.618028	  18.656647	   1.725325
1154.000000	  79.645008	  18.633610	   1.721382
1153.000000	  79.696854	  18.612137	   1.691009
1152.000000	  79.736135	  18.584668	   1.679197
1151.000000	  79.764353	  18.562757	   1.672890
1150.000000	  79.783760	  18.534972	   1.681268
1149.000000	  79.822182	  18.510062	   1.667756
1148.000000	  79.858756	  18.484903	   1.656341
1147.000000	  79.896010	  18.461976	   1.642014
1146.000000	  79.932395	  18.435932	   1.631673
1145.000000	  79.969560	  18.404267	   1.626173
1144.000000	  79.992874	  18.375959	   1.631167
1143.000000	  80.026159	  18.352253	   1.621588
1142.000000	  80.049600	  18.323550	   1.626850
1141.000000	  80.086989	  18.302834	   1.610177
1140.000000	  80.126490	  18.282306	   1.591204
1139.000000	  80.162923	  18.258155	   1.578922
1138.000000	  80.197856	  18.234376	   1.567768
1137.000000	  80.231447	  18.212860	   1.555693
1136.000000	  80.282904	  18.185673	   1.531423
1135.000000	  80.326437	  18.157969	   1.515594
1134.000000	  80.354645	  18.124544	   1.520811
1133.000000	  80.395223	  18.095513	   1.509264
1132.000000	  80.431669	  18.071203	   1.497128
1131.000000	  80.457627	  18.042010	   1.500363
1130.000000	  80.488498	  18.018704	   1.492798
1129.000000	  80.518904	  17.993215	   1.487881
1128.000000	  80.564881	  17.965108	   1.470011
1127.000000	  80.606552	  17.940657	   1.452791
1126.000000	  80.643043	  17.917055	   1.439902
1125.000000	  80.673545	  17.888956	   1.437499
1124.000000	  80.714680	  17.860256	   1.425064
1123.000000	  80.759549	  17.835809	   1.404642
1122.000000	  80.794649	  17.804689	   1.400662
1121.000000	  80.831817	  17.779071	   1.389112
1120.000000	  80.857160	  17.753585	   1.389255
1119.000000	  80.889385	  17.724683	   1.385932
1118.000000	  80.937867	  17.696413	   1.365720
1117.000000	  80.975293	  17.665884	   1.358823
1116.000000	  81.009277	  17.638185	   1.352538
1115.000000	  81.045676	  17.608519	   1.345805
1114.000000	  81.083589	  17.584907	   1.331504
1113.000000	  81.117265	  17.561320	   1.321415
1112.000000	  81.149671	  17.534691	   1.315638
1111.000000	  81.188529	  17.507928	   1.303543
1110.000000	  81.223364	  17.484337	   1.292299
1109.000000	  81.257048	  17.457836	   1.285116
1108.000000	  81.300763	  17.431123	   1.268114
1107.000000	  81.332926	  17.407566	   1.259508
1106.000000	  81.375881	  17.380542	   1.243577
1105.000000	  81.418284	  17.353576	   1.228140
1104.000000	  81.457274	  17.328564	   1.214162
1103.000000	  81.504467	  17.300289	   1.195244
1102.000000	  81.539187	  17.277247	   1.183566
1101.000000	  81.576486	  17.251513	   1.172001
1100.000000	  81.617549	  17.222966	   1.159485
1099.000000	  81.649907	  17.195197	   1.154896
1098.000000	  81.679673	  17.163827	   1.156500
1097.000000	  81.718473	  17.140081	   1.141446
1096.000000	  81.765782	  17.122073	   1.112145
1095.000000	  81.813186	  17.095402	   1.091412
1094.000000	  81.855446	  17.064537	   1.080017
1093.000000	  81.898506	  17.039267	   1.062227
1092.000000	  81.937357	  17.014019	   1.048624
1091.000000	  81.979760	  16.987053	   1.033187
1090.000000	  82.008789	  16.961603	   1.029608
1089.000000	  82.046959	  16.939256	   1.013785
1088.000000	  82.091539	  16.916045	   0.992416
1087.000000	  82.132361	  16.886859	   0.980780
1086.000000	  82.162204	  16.860434	   0.977362
1085.000000	  82.201245	  16.836999	   0.961756
1084.000000	  82.253588	  16.814618	   0.931794
1083.000000	  82.295563	  16.789557	   0.914880
1082.000000	  82.330147	  16.762795	   0.907058
1081.000000	  82.369915	  16.738492	   0.891593
1080.000000	  82.407864	  16.717699	   0.874437
1079.000000	  82.450455	  16.693952	   0.855593
1078.000000	  82.496929	  16.667812	   0.835259
1077.000000	  82.533375	  16.640891	   0.825734
1076.000000	  82.570045	  16.614887	   0.815068
1075.000000	  82.617023	  16.597078	   0.785899
1074.000000	  82.657245	  16.576594	   0.766161
1073.000000	  82.682318	  16.549079	   0.768603
1072.000000	  82.711944	  16.521835	   0.766221
1071.000000	  82.753218	  16.499550	   0.747232
1070.000000	  82.797210	  16.479332	   0.723458
1069.000000	  82.833825	  16.456955	   0.709220
1068.000000	  82.866623	  16.437594	   0.695783
1067.000000	  82.901166	  16.417235	   0.681599
1066.000000	  82.932993	  16.391459	   0.675548
1065.000000	  82.967221	  16.367741	   0.665038
1064.000000	  83.007422	  16.346873	   0.645705
1063.000000	  83.043232	  16.329037	   0.627731
1062.000000	  83.073116	  16.308016	   0.618868
1061.000000	  83.116770	  16.287912	   0.595318
1060.000000	  83.156164	  16.264580	   0.579256
1059.000000	  83.185642	  16.241923	   0.572435
1058.000000	  83.219373	  16.225014	   0.555613
1057.000000	  83.263844	  16.205754	   0.530402
1056.000000	  83.300588	  16.188685	   0.510727
1055.000000	  83.330177	  16.172341	   0.497482
1054.000000	  83.371052	  16.157277	   0.471671
1053.000000	  83.402861	  16.138046	   0.459093
1052.000000	  83.429530	  16.118467	   0.452003
1051.000000	  83.457576	  16.098528	   0.443896
1050.000000	  83.483856	  16.078829	   0.437315
1049.000000	  83.519513	  16.068466	   0.412021
1048.000000	  83.546562	  16.053585	   0.399853
1047.000000	  83.580562	  16.031747	   0.387691
1046.000000	  83.612885	  16.016482	   0.370633
1045.000000	  83.636793	  16.000765	   0.362442
1044.000000	  83.678309	  15.988501	   0.333190
1043.000000	  83.705445	  15.974839	   0.319716
1042.000000	  83.762287	  15.959838	   0.277875
1041.000000	  83.770254	  15.948415	   0.281331
1040.000000	  83.787779	  15.939562	   0.272659
1039.000000	  83.830858	  15.925717	   0.243425
1038.000000	  83.865959	  15.910055	   0.223986
1037.000000	  83.881419	  15.894551	   0.224030
1036.000000	  83.912116	  15.888486	   0.199398
1035.000000	  83.937306	  15.877202	   0.185492
1034.000000	  83.958710	  15.860809	   0.180481
1033.000000	  83.991105	  15.855291	   0.153604
1032.000000	  84.024959	  15.846002	   0.129039
1031.000000	  84.045385	  15.838401	   0.116214
1030.000000	  84.060667	  15.822836	   0.116497
1029.000000	  84.105861	  15.819550	   0.074589
1028.000000	  84.136270	  15.810200	   0.053530
1027.000000	  84.148190	  15.800645	   0.051165
1026.000000	  84.161842	  15.792817	   0.045341
1025.000000	  84.176922	  15.791108	   0.031970
1024.000000	  84.209332	  15.783842	   0.006826
1023.000000	  84.235205	  15.777933	  -0.013138
1022.000000	  84.251919	  15.777893	  -0.029812
1021.000000	  84.277229	  15.775200	  -0.052429
1020.000000	  84.287290	  15.765964	  -0.053254
1019.000000	  84.308123	  15.751450	  -0.059573
1018.000000	  84.314645	  15.757959	  -0.072604
1017.000000	  84.325130	  15.753756	  -0.078886
1016.000000	  84.364999	  15.755581	  -0.120580
1015.000000	  84.377874	  15.756869	  -0.134743
1014.000000	  84.366250	  15.751075	  -0.117325
1013.000000	  84.376016	  15.749683	  -0.125699
1012.000000	  84.411442	  15.751562	  -0.163004
1011.000000	  84.418616	  15.748769	  -0.167385
1010.000000	  84.447877	  15.750779	  -0.198656
1009.000000	  84.432653	  15.754154	  -0.186807
1008.000000	  84.455936	  15.755653	  -0.211589
1007.000000	  84.464042	  15.756900	  -0.220942
1006.000000	  84.476851	  15.761821	  -0.238672
1005.000000	  84.473881	  15.762838	  -0.236719
1004.000000	  84.470110	  15.771692	  -0.241802
1003.000000	  84.486303	  15.779747	  -0.266050
1002.000000	  84.483182	  15.784178	  -0.267360
1001.000000	  84.493927	  15.790985	  -0.284912
1000.000000	  84.509126	  15.799935	  -0.309061
 999.000000	  84.514506	  15.802975	  -0.317481
 998.000000	  84.521837	  15.809475	  -0.331312
 997.000000	  84.494838	  15.820859	  -0.315697
 996.000000	  84.496074	  15.828319	  -0.324393
 995.000000	  84.509799	  15.844322	  -0.354121
 994.000000	  84.509513	  15.851477	  -0.360990
 993.000000	  84.524700	  15.856403	  -0.381103
 992.000000	  84.495226	  15.876882	  -0.372108
 991.000000	  84.481914	  15.879876	  -0.361790
 990.000000	  84.465058	  15.892040	  -0.357098
 989.000000	  84.491516	  15.910344	  -0.401860
 988.000000	  84.489846	  15.924421	  -0.414267
 987.000000	  84.489652	  15.942143	  -0.431795
 986.000000	  84.460873	  15.956530	  -0.417403
 985.000000	  84.460772	  15.971989	  -0.432761
 984.000000	  84.450086	  15.982470	  -0.432556
 983.000000	  84.425693	  16.003338	  -0.429031
 982.000000	  84.448617	  16.021886	  -0.470503
 981.000000	  84.399013	  16.036671	  -0.435684
 980.000000	  84.379893	  16.054318	  -0.434211
 979.000000	  84.384019	  16.071285	  -0.455304
 978.000000	  84.375057	  16.094070	  -0.469127
 977.000000	  84.367650	  16.115554	  -0.483204
 976.000000	  84.327051	  16.128412	  -0.455463
 975.000000	  84.310750	  16.155892	  -0.466642
 974.000000	  84.301581	  16.182046	  -0.483627
 973.000000	  84.297967	  16.204219	  -0.502186
 972.000000	  84.244909	  16.220610	  -0.465519
 971.000000	  84.203032	  16.249370	  -0.452402
 970.000000	  84.229047	  16.277679	  -0.506726
 969.000000	  84.211052	  16.300237	  -0.511289
 968.000000	  84.129861	  16.318837	  -0.448698
 967.000000	  84.114983	  16.352291	  -0.467274
 966.000000	  84.098713	  16.375232	  -0.473945
 965.000000	  84.084856	  16.405721	  -0.490577
 964.000000	  84.000751	  16.427429	  -0.428180
 963.000000	  84.004587	  16.464483	  -0.469070
 962.000000	  83.951933	  16.495011	  -0.446944
 961.000000	  83.936349	  16.530062	  -0.466411
 960.000000	  83.866076	  16.551963	  -0.418039
 959.000000	  83.844054	  16.581760	  -0.425814
 958.000000	  83.831140	  16.622464	  -0.453604
 957.000000	  83.753801	  16.648328	  -0.402129
 956.000000	  83.726162	  16.681647	  -0.407809
 955.000000	  83.670503	  16.717972	  -0.388475
 954.000000	  83.638506	  16.749492	  -0.387998
 953.000000	  83.605530	  16.782715	  -0.388245
 952.000000	  83.504667	  16.813716	  -0.318383
 951.000000	  83.465969	  16.843440	  -0.309409
 950.000000	  83.422390	  16.896164	  -0.318554
 949.000000	  83.396023	  16.931624	  -0.327647
 948.000000	  83.322743	  16.954250	  -0.276993
 947.000000	  83.249562	  16.993395	  -0.242957
 946.000000	  83.214625	  17.035475	  -0.250100
 945.000000	  83.161394	  17.068714	  -0.230108
 944.000000	  83.105451	  17.118247	  -0.223698
 943.000000	  83.061665	  17.157734	  -0.219399
 942.000000	  82.996117	  17.189552	  -0.185669
 941.000000	  82.922259	  17.234339	  -0.156598
 940.000000	  82.870703	  17.273182	  -0.143885
 939.000000	  82.799001	  17.302542	  -0.101543
 938.000000	  82.728495	  17.344843	  -0.073338
 937.000000	  82.634391	  17.382893	  -0.017284
 936.000000	  82.582502	  17.426710	  -0.009212
 935.000000	  82.537868	  17.465654	  -0.003522
 934.000000	  82.437555	  17.501577	   0.060868
 933.000000	  82.384167	  17.547410	   0.068423
 932.000000	  82.320137	  17.588054	   0.091809
 931.000000	  82.231729	  17.622724	   0.145547
 930.000000	  82.147701	  17.667018	   0.185281
 929.000000	  82.089484	  17.712217	   0.198299
 928.000000	  82.011833	  17.749421	   0.238746
 927.000000	  81.896383	  17.787462	   0.316155
 926.000000	  81.850883	  17.831505	   0.317612
 925.000000	  81.776848	  17.884891	   0.338261
 924.000000	  81.700572	  17.942199	   0.357229
 923.000000	  81.586871	  17.991953	   0.421176
 922.000000	  81.516166	  18.048201	   0.435633
 921.000000	  81.415070	  18.107179	   0.477751
 920.000000	  81.346857	  18.169847	   0.483296
 919.000000	  81.253287	  18.227246	   0.519467
 918.000000	  81.171945	  18.297363	   0.530692
 917.000000	  81.060263	  18.356151	   0.583586
 916.000000	  80.973985	  18.422838	   0.603177
 915.000000	  80.884160	  18.491211	   0.624629
 914.000000	  80.798541	  18.558293	   0.643166
 913.000000	  80.711131	  18.628303	   0.660566
 912.000000	  80.600287	  18.694871	   0.704842
 911.000000	  80.533408	  18.768694	   0.697898
 910.000000	  80.431046	  18.844984	   0.723970
 909.000000	  80.336032	  18.914089	   0.749879
 908.000000	  80.243904	  18.985357	   0.770739
 907.000000	  80.153747	  19.061437	   0.784816
 906.000000	  80.058643	  19.133063	   0.808294
 905.000000	  79.949963	  19.207014	   0.843023
 904.000000	  79.853209	  19.281788	   0.865003
 903.000000	  79.748589	  19.355362	   0.896049
 902.000000	  79.640142	  19.433962	   0.925896
 901.000000	  79.536226	  19.512285	   0.951489
 900.000000	  79.429957	  19.591889	   0.978154
 899.000000	  79.319458	  19.672270	   1.008272
 898.000000	  79.208200	  19.748112	   1.043688
 897.000000	  79.099429	  19.824825	   1.075746
 896.000000	  79.001837	  19.907567	   1.090596
 895.000000	  78.892629	  19.990214	   1.117157
 894.000000	  78.781840	  20.070698	   1.147462
 893.000000	  78.679455	  20.152572	   1.167973
 892.000000	  78.564018	  20.235466	   1.200516
 891.000000	  78.448791	  20.318184	   1.233025
 890.000000	  78.336895	  20.400911	   1.262194
 889.000000	  78.221519	  20.490697	   1.287784
 888.000000	  78.107657	  20.577890	   1.314453
 887.000000	  77.992176	  20.660672	   1.347152
 886.000000	  77.877411	  20.747064	   1.375525
 885.000000	  77.750631	  20.831685	   1.417684
 884.000000	  77.634348	  20.925481	   1.440171
 883.000000	  77.506494	  21.015888	   1.477618
 882.000000	  77.380877	  21.104846	   1.514277
 881.000000	  77.280893	  21.199238	   1.519869
 880.000000	  77.153329	  21.287210	   1.559461
 879.000000	  77.045601	  21.374157	   1.580242
 878.000000	  76.929115	  21.465343	   1.605542
 877.000000	  76.795597	  21.557374	   1.647029
 876.000000	  76.665815	  21.644119	   1.690066
 875.000000	  76.518074	  21.737473	   1.744453
 874.000000	  76.391259	  21.843148	   1.765593
 873.000000	  76.267638	  21.930025	   1.802337
 872.000000	  76.139955	  22.019512	   1.840533
 871.000000	  76.010849	  22.114035	   1.875116
 870.000000	  75.874329	  22.204325	   1.921346
 869.000000	  75.739069	  22.294194	   1.966737
 868.000000	  75.612164	  22.390054	   1.997782
 867.000000	  75.488976	  22.486480	   2.024544
 866.000000	  75.356332	  22.579316	   2.064352
 865.000000	  75.216860	  22.663723	   2.119417
 864.000000	  75.068727	  22.759722	   2.171551
 863.000000	  74.927318	  22.860671	   2.212011
 862.000000	  74.794196	  22.953670	   2.252134
 861.000000	  74.651633	  23.053920	   2.294447
 860.000000	  74.980130	  22.855020	   2.164850
 859.000000	  74.960730	  22.706759	   2.332511
 858.000000	  74.321861	  22.719479	   2.958660
 857.000000	  74.034281	  22.659293	   3.306426
 856.000000	  73.808411	  22.828430	   3.363159
 855.000000	  73.695030	  22.687817	   3.617153
 854.000000	  73.720303	  22.891819	   3.387878
 853.000000	  73.666769	  23.346823	   2.986408
 852.000000	  73.411555	  23.305247	   3.283198
 851.000000	  73.535117	  23.436918	   3.027965
 850.000000	  73.272654	  23.577594	   3.149752
 849.000000	  72.646720	  23.520805	   3.832475
 848.000000	  72.533826	  23.606095	   3.860079
 847.000000	  72.617924	  23.785778	   3.596298
 846.000000	  72.526666	  23.883800	   3.589534
 845.000000	  72.351223	  23.959463	   3.689314
 844.000000	  72.253281	  24.018657	   3.728062
 843.000000	  72.037271	  24.092205	   3.870524
 842.000000	  71.871681	  24.251976	   3.876343
 841.000000	  71.535257	  24.253309	   4.211434
 840.000000	  71.465635	  24.323050	   4.211315
 839.000000	  71.750743	  24.426487	   3.822770
 838.000000	  71.375179	  24.468292	   4.156529
 837.000000	  71.077431	  24.642258	   4.280311
 836.000000	  71.140496	  24.758765	   4.100739
 835.000000	  71.030711	  24.885800	   4.083489
 834.000000	  70.887534	  24.983173	   4.129293
 833.000000	  70.399476	  24.991337	   4.609187
 832.000000	  70.314824	  25.140347	   4.544829
 831.000000	  70.452611	  25.216874	   4.330515
 830.000000	  70.306136	  25.312604	   4.381260
 829.000000	  70.231338	  25.427902	   4.340760
 828.000000	  70.122370	  25.526354	   4.351276
 827.000000	  70.038075	  25.621591	   4.340334
 826.000000	  69.683696	  25.669965	   4.646339
 825.000000	  69.423801	  25.766965	   4.809234
 824.000000	  69.478364	  25.924229	   4.597407
 823.000000	  69.447509	  26.025916	   4.526575
 822.000000	  69.336576	  26.111154	   4.552270
 821.000000	  69.104753	  26.157149	   4.738098
 820.000000	  68.989309	  26.170174	   4.840517
 819.000000	  69.046820	  26.358629	   4.594551
 818.000000	  68.875256	  26.511508	   4.613236
 817.000000	  68.619913	  26.538344	   4.841743
 816.000000	  68.299406	  26.568681	   5.131913
 815.000000	  68.139324	  26.586701	   5.273975
 814.000000	  68.000437	  26.741390	   5.258173
 813.000000	  67.836672	  26.794585	   5.368743
 812.000000	  67.729038	  26.834809	   5.436153
 811.000000	  67.603050	  26.966770	   5.430180
 810.000000	  67.434417	  27.075984	   5.489599
 809.000000	  67.464193	  27.175562	   5.360245
 808.000000	  67.257205	  27.257357	   5.485438
 807.000000	  67.175515	  27.361820	   5.462665
 806.000000	  67.200460	  27.476578	   5.322962
 805.000000	  67.123137	  27.524810	   5.352053
 804.000000	  66.922722	  27.643345	   5.433933
 803.000000	  66.682518	  27.632982	   5.684500
 802.000000	  66.620545	  27.649859	   5.729596
 801.000000	  66.536102	  27.775231	   5.688667
 800.000000	  66.400516	  27.822605	   5.776879
 799.000000	  66.293564	  27.917892	   5.788544
 798.000000	  66.092651	  27.999410	   5.907939
 797.000000	  66.093320	  28.087497	   5.819183
 796.000000	  65.951873	  28.156287	   5.891840
 795.000000	  65.898528	  28.275777	   5.825695
 794.000000	  65.709237	  28.201903	   6.088860
 793.000000	  65.550185	  28.302692	   6.147123
 792.000000	  65.506977	  28.391000	   6.102023
 791.000000	  65.489468	  28.504459	   6.006073
 790.000000	  65.358893	  28.516439	   6.124668
 789.000000	  65.226800	  28.636859	   6.136341
 788.000000	  65.228307	  28.662174	   6.109519
 787.000000	  65.033711	  28.689655	   6.276634
 786.000000	  64.997152	  28.711868	   6.290980
 785.000000	  64.900797	  28.929229	   6.169974
 784.000000	  64.795613	  28.976082	   6.228305
 783.000000	  64.755430	  28.956400	   6.288170
 782.000000	  64.634856	  29.035819	   6.329325
