nm	T	R	A
1929.000000	  88.331481	  12.051724	  -0.383205
1928.000000	  88.332205	  12.058455	  -0.390660
1927.000000	  88.342965	  12.065759	  -0.408724
1926.000000	  88.335634	  12.074399	  -0.410033
1925.000000	  88.337703	  12.083841	  -0.421544
1924.000000	  88.322823	  12.088880	  -0.411703
1923.000000	  88.291110	  12.093747	  -0.384857
1922.000000	  88.285044	  12.103598	  -0.388642
1921.000000	  88.289725	  12.114351	  -0.404076
1920.000000	  88.263848	  12.122706	  -0.386554
1919.000000	  88.245654	  12.130770	  -0.376424
1918.000000	  88.259214	  12.141389	  -0.400603
1917.000000	  88.253992	  12.144276	  -0.398268
1916.000000	  88.252404	  12.154790	  -0.407194
1915.000000	  88.236746	  12.162498	  -0.399244
1914.000000	  88.244694	  12.172782	  -0.417476
1913.000000	  88.229186	  12.185519	  -0.414705
1912.000000	  88.225285	  12.196358	  -0.421643
1911.000000	  88.224112	  12.203898	  -0.428010
1910.000000	  88.214985	  12.216901	  -0.431886
1909.000000	  88.220235	  12.230732	  -0.450967
1908.000000	  88.225742	  12.237832	  -0.463574
1907.000000	  88.222196	  12.248632	  -0.470828
1906.000000	  88.202935	  12.256690	  -0.459625
1905.000000	  88.214355	  12.270721	  -0.485076
1904.000000	  88.206716	  12.280727	  -0.487443
1903.000000	  88.208019	  12.292471	  -0.500490
1902.000000	  88.200148	  12.302821	  -0.502969
1901.000000	  88.212998	  12.318425	  -0.531423
1900.000000	  88.178487	  12.326433	  -0.504920
1899.000000	  88.166351	  12.333445	  -0.499796
1898.000000	  88.185108	  12.347170	  -0.532278
1897.000000	  88.202391	  12.364426	  -0.566817
1896.000000	  88.194098	  12.373405	  -0.567503
1895.000000	  88.191209	  12.375102	  -0.566311
1894.000000	  88.202427	  12.383162	  -0.585589
1893.000000	  88.173043	  12.387199	  -0.560242
1892.000000	  88.184806	  12.395076	  -0.579882
1891.000000	  88.169555	  12.398068	  -0.567623
1890.000000	  88.188676	  12.412900	  -0.601576
1889.000000	  88.216601	  12.416768	  -0.633369
1888.000000	  88.176089	  12.418477	  -0.594566
1887.000000	  88.174117	  12.424742	  -0.598859
1886.000000	  88.170104	  12.426386	  -0.596490
1885.000000	  88.181003	  12.430595	  -0.611598
1884.000000	  88.182882	  12.436812	  -0.619694
1883.000000	  88.177145	  12.441174	  -0.618319
1882.000000	  88.175339	  12.442307	  -0.617646
1881.000000	  88.180792	  12.445153	  -0.625945
1880.000000	  88.179062	  12.453930	  -0.632992
1879.000000	  88.175664	  12.454771	  -0.630435
1878.000000	  88.176646	  12.462551	  -0.639197
1877.000000	  88.141885	  12.465920	  -0.607805
1876.000000	  88.128849	  12.472375	  -0.601224
1875.000000	  88.151044	  12.481937	  -0.632981
1874.000000	  88.136624	  12.490298	  -0.626922
1873.000000	  88.124182	  12.501489	  -0.625671
1872.000000	  88.113936	  12.513939	  -0.627875
1871.000000	  88.094590	  12.519019	  -0.613609
1870.000000	  88.079890	  12.538533	  -0.618423
1869.000000	  88.082465	  12.548865	  -0.631330
1868.000000	  88.081487	  12.555552	  -0.637039
1867.000000	  88.075263	  12.567013	  -0.642276
1866.000000	  88.074693	  12.587252	  -0.661945
1865.000000	  88.072491	  12.594410	  -0.666901
1864.000000	  88.069407	  12.595996	  -0.665403
1863.000000	  88.046950	  12.600378	  -0.647328
1862.000000	  88.059698	  12.604080	  -0.663778
1861.000000	  88.033200	  12.616971	  -0.650171
1860.000000	  88.072300	  12.621998	  -0.694298
1859.000000	  88.081264	  12.637433	  -0.718697
1858.000000	  88.041893	  12.640883	  -0.682776
1857.000000	  88.049788	  12.649048	  -0.698836
1856.000000	  88.001388	  12.654481	  -0.655869
1855.000000	  88.046718	  12.668909	  -0.715627
1854.000000	  88.029251	  12.669658	  -0.698909
1853.000000	  88.014072	  12.680391	  -0.694463
1852.000000	  87.987836	  12.687796	  -0.675632
1851.000000	  87.989399	  12.693205	  -0.682604
1850.000000	  87.961699	  12.698511	  -0.660210
1849.000000	  87.963861	  12.708615	  -0.672476
1848.000000	  87.949671	  12.707969	  -0.657640
1847.000000	  87.961096	  12.722268	  -0.683364
1846.000000	  87.963553	  12.732396	  -0.695949
1845.000000	  87.965670	  12.742308	  -0.707978
1844.000000	  87.950567	  12.749922	  -0.700489
1843.000000	  87.951998	  12.754180	  -0.706178
1842.000000	  87.914316	  12.762406	  -0.676722
1841.000000	  87.952742	  12.775277	  -0.728019
1840.000000	  87.933888	  12.780737	  -0.714625
1839.000000	  87.933830	  12.788747	  -0.722577
1838.000000	  87.930949	  12.798018	  -0.728967
1837.000000	  87.922832	  12.803409	  -0.726241
1836.000000	  87.911503	  12.820616	  -0.732119
1835.000000	  87.854486	  12.827532	  -0.682018
1834.000000	  87.910026	  12.833669	  -0.743695
1833.000000	  87.881501	  12.844728	  -0.726229
1832.000000	  87.874619	  12.844291	  -0.718910
1831.000000	  87.828541	  12.848817	  -0.677358
1830.000000	  87.827191	  12.859370	  -0.686561
1829.000000	  87.858694	  12.872711	  -0.731405
1828.000000	  87.806005	  12.875822	  -0.681827
1827.000000	  87.816679	  12.890277	  -0.706956
1826.000000	  87.795237	  12.897442	  -0.692679
1825.000000	  87.764598	  12.897889	  -0.662487
1824.000000	  87.761911	  12.910778	  -0.672689
1823.000000	  87.766862	  12.929942	  -0.696804
1822.000000	  87.751710	  12.939014	  -0.690724
1821.000000	  87.754165	  12.938501	  -0.692666
1820.000000	  87.762975	  12.948939	  -0.711914
1819.000000	  87.719857	  12.961610	  -0.681467
1818.000000	  87.720878	  12.972173	  -0.693051
1817.000000	  87.714850	  12.982138	  -0.696988
1816.000000	  87.725138	  12.996385	  -0.721523
1815.000000	  87.676149	  12.999845	  -0.675994
1814.000000	  87.666206	  13.007646	  -0.673852
1813.000000	  87.643864	  13.013347	  -0.657211
1812.000000	  87.679773	  13.032651	  -0.712424
1811.000000	  87.642441	  13.037143	  -0.679584
1810.000000	  87.641126	  13.044321	  -0.685447
1809.000000	  87.636636	  13.053988	  -0.690624
1808.000000	  87.622126	  13.066484	  -0.688610
1807.000000	  87.614407	  13.073736	  -0.688143
1806.000000	  87.577593	  13.083622	  -0.661215
1805.000000	  87.612331	  13.098329	  -0.710660
1804.000000	  87.597697	  13.105718	  -0.703415
1803.000000	  87.573781	  13.120708	  -0.694489
1802.000000	  87.540541	  13.124638	  -0.665179
1801.000000	  87.584600	  13.141431	  -0.726031
1800.000000	  87.536080	  13.145884	  -0.681964
1799.000000	  87.516382	  13.158001	  -0.674383
1798.000000	  87.483275	  13.166593	  -0.649868
1797.000000	  87.488046	  13.176798	  -0.664844
1796.000000	  87.506357	  13.186638	  -0.692995
1795.000000	  87.485677	  13.192947	  -0.678624
1794.000000	  87.469351	  13.201975	  -0.671326
1793.000000	  87.427463	  13.208967	  -0.636430
1792.000000	  87.450665	  13.222458	  -0.673123
1791.000000	  87.442887	  13.232402	  -0.675289
1790.000000	  87.432583	  13.245025	  -0.677608
1789.000000	  87.411394	  13.257211	  -0.668605
1788.000000	  87.388440	  13.264243	  -0.652683
1787.000000	  87.386514	  13.275416	  -0.661930
1786.000000	  87.370309	  13.286115	  -0.656424
1785.000000	  87.365488	  13.299813	  -0.665301
1784.000000	  87.343831	  13.307525	  -0.651356
1783.000000	  87.353895	  13.324105	  -0.678000
1782.000000	  87.335190	  13.338161	  -0.673351
1781.000000	  87.312716	  13.344512	  -0.657228
1780.000000	  87.307563	  13.356492	  -0.664055
1779.000000	  87.267821	  13.373125	  -0.640946
1778.000000	  87.268607	  13.382431	  -0.651038
1777.000000	  87.263251	  13.393804	  -0.657055
1776.000000	  87.246350	  13.403271	  -0.649621
1775.000000	  87.211874	  13.414195	  -0.626069
1774.000000	  87.208479	  13.423219	  -0.631698
1773.000000	  87.195631	  13.431021	  -0.626652
1772.000000	  87.176822	  13.439683	  -0.616505
1771.000000	  87.174840	  13.450928	  -0.625768
1770.000000	  87.172652	  13.463960	  -0.636612
1769.000000	  87.157359	  13.478364	  -0.635723
1768.000000	  87.143150	  13.486381	  -0.629531
1767.000000	  87.127111	  13.494457	  -0.621568
1766.000000	  87.120375	  13.504490	  -0.624865
1765.000000	  87.102371	  13.515138	  -0.617509
1764.000000	  87.070578	  13.523865	  -0.594443
1763.000000	  87.065459	  13.534928	  -0.600387
1762.000000	  87.053845	  13.549103	  -0.602948
1761.000000	  87.041670	  13.558802	  -0.600472
1760.000000	  87.029225	  13.569174	  -0.598399
1759.000000	  87.019873	  13.581709	  -0.601582
1758.000000	  87.005593	  13.593142	  -0.598735
1757.000000	  86.993261	  13.605297	  -0.598558
1756.000000	  86.978552	  13.615690	  -0.594242
1755.000000	  86.975067	  13.629636	  -0.604703
1754.000000	  86.968085	  13.643059	  -0.611144
1753.000000	  86.961227	  13.651320	  -0.612547
1752.000000	  86.948285	  13.661268	  -0.609553
1751.000000	  86.937804	  13.678358	  -0.616162
1750.000000	  86.927411	  13.688805	  -0.616216
1749.000000	  86.911178	  13.697116	  -0.608294
1748.000000	  86.890093	  13.708455	  -0.598548
1747.000000	  86.865052	  13.716215	  -0.581267
1746.000000	  86.859733	  13.726943	  -0.586676
1745.000000	  86.849294	  13.740853	  -0.590147
1744.000000	  86.838285	  13.751850	  -0.590135
1743.000000	  86.830500	  13.764329	  -0.594829
1742.000000	  86.809404	  13.776521	  -0.585925
1741.000000	  86.802103	  13.789303	  -0.591406
1740.000000	  86.794842	  13.802049	  -0.596891
1739.000000	  86.777875	  13.813697	  -0.591572
1738.000000	  86.759278	  13.827025	  -0.586303
1737.000000	  86.743151	  13.838867	  -0.582018
1736.000000	  86.730447	  13.850830	  -0.581277
1735.000000	  86.722297	  13.863449	  -0.585746
1734.000000	  86.717415	  13.875841	  -0.593256
1733.000000	  86.705758	  13.890822	  -0.596580
1732.000000	  86.687930	  13.902568	  -0.590498
1731.000000	  86.672607	  13.910923	  -0.583530
1730.000000	  86.655540	  13.923692	  -0.579232
1729.000000	  86.637325	  13.940037	  -0.577362
1728.000000	  86.627375	  13.950989	  -0.578364
1727.000000	  86.617778	  13.964836	  -0.582614
1726.000000	  86.606233	  13.978137	  -0.584370
1725.000000	  86.576833	  13.988226	  -0.565059
1724.000000	  86.553989	  14.001120	  -0.555109
1723.000000	  86.547019	  14.013956	  -0.560975
1722.000000	  86.533161	  14.023543	  -0.556704
1721.000000	  86.516035	  14.030117	  -0.546152
1720.000000	  86.491941	  14.043935	  -0.535876
1719.000000	  86.472244	  14.055556	  -0.527800
1718.000000	  86.468619	  14.066436	  -0.535055
1717.000000	  86.460207	  14.077856	  -0.538063
1716.000000	  86.440763	  14.092854	  -0.533617
1715.000000	  86.422099	  14.104245	  -0.526344
1714.000000	  86.407432	  14.116257	  -0.523689
1713.000000	  86.385605	  14.124972	  -0.510577
1712.000000	  86.361730	  14.132912	  -0.494642
1711.000000	  86.346724	  14.145097	  -0.491821
1710.000000	  86.338003	  14.156724	  -0.494727
1709.000000	  86.335132	  14.167368	  -0.502500
1708.000000	  86.322880	  14.177322	  -0.500202
1707.000000	  86.281907	  14.191801	  -0.473708
1706.000000	  86.267698	  14.202540	  -0.470238
1705.000000	  86.273730	  14.212956	  -0.486686
1704.000000	  86.252043	  14.223056	  -0.475099
1703.000000	  86.226753	  14.237856	  -0.464609
1702.000000	  86.211315	  14.249628	  -0.460943
1701.000000	  86.188059	  14.264742	  -0.452801
1700.000000	  86.198350	  14.273092	  -0.471442
1699.000000	  86.188509	  14.283489	  -0.471998
1698.000000	  86.135298	  14.294565	  -0.429863
1697.000000	  86.129290	  14.307126	  -0.436416
1696.000000	  86.130582	  14.320793	  -0.451375
1695.000000	  86.104863	  14.335374	  -0.440237
1694.000000	  86.081938	  14.345411	  -0.427349
1693.000000	  86.069699	  14.359296	  -0.428995
1692.000000	  86.054370	  14.374925	  -0.429295
1691.000000	  86.034976	  14.386105	  -0.421081
1690.000000	  86.034348	  14.398870	  -0.433218
1689.000000	  86.016767	  14.415989	  -0.432756
1688.000000	  85.995672	  14.420197	  -0.415869
1687.000000	  85.976134	  14.431188	  -0.407322
1686.000000	  85.940919	  14.447700	  -0.388619
1685.000000	  85.925801	  14.460975	  -0.386776
1684.000000	  85.914983	  14.468723	  -0.383706
1683.000000	  85.889869	  14.484525	  -0.374394
1682.000000	  85.871596	  14.495982	  -0.367578
1681.000000	  85.860982	  14.508501	  -0.369483
1680.000000	  85.854271	  14.525008	  -0.379279
1679.000000	  85.844150	  14.538656	  -0.382806
1678.000000	  85.820075	  14.552788	  -0.372863
1677.000000	  85.799888	  14.566034	  -0.365922
1676.000000	  85.782359	  14.577571	  -0.359930
1675.000000	  85.768584	  14.588978	  -0.357562
1674.000000	  85.751006	  14.601484	  -0.352490
1673.000000	  85.731173	  14.616222	  -0.347395
1672.000000	  85.722446	  14.630316	  -0.352762
1671.000000	  85.695625	  14.642549	  -0.338174
1670.000000	  85.665389	  14.656167	  -0.321556
1669.000000	  85.646042	  14.664942	  -0.310984
1668.000000	  85.631260	  14.687817	  -0.319077
1667.000000	  85.611437	  14.700058	  -0.311495
1666.000000	  85.584042	  14.713349	  -0.297391
1665.000000	  85.557316	  14.724370	  -0.281686
1664.000000	  85.547895	  14.737894	  -0.285789
1663.000000	  85.538073	  14.754947	  -0.293020
1662.000000	  85.533269	  14.766204	  -0.299473
1661.000000	  85.509374	  14.776126	  -0.285500
1660.000000	  85.503717	  14.798964	  -0.302681
1659.000000	  85.460587	  14.806086	  -0.266673
1658.000000	  85.438458	  14.817076	  -0.255534
1657.000000	  85.423722	  14.838077	  -0.261799
1656.000000	  85.403919	  14.843179	  -0.247098
1655.000000	  85.400616	  14.862862	  -0.263478
1654.000000	  85.390534	  14.876565	  -0.267099
1653.000000	  85.360275	  14.886393	  -0.246668
1652.000000	  85.346564	  14.901272	  -0.247836
1651.000000	  85.335586	  14.914707	  -0.250293
1650.000000	  85.279062	  14.930219	  -0.209281
1649.000000	  85.253214	  14.941326	  -0.194540
1648.000000	  85.247686	  14.954359	  -0.202045
1647.000000	  85.247280	  14.976662	  -0.223942
1646.000000	  85.228052	  14.987715	  -0.215767
1645.000000	  85.193477	  14.997488	  -0.190965
1644.000000	  85.183121	  15.012791	  -0.195912
1643.000000	  85.177810	  15.025532	  -0.203342
1642.000000	  85.148028	  15.037994	  -0.186022
1641.000000	  85.135524	  15.053993	  -0.189517
1640.000000	  85.075842	  15.071411	  -0.147253
1639.000000	  85.081336	  15.085489	  -0.166825
1638.000000	  85.082965	  15.102542	  -0.185507
1637.000000	  85.063643	  15.111861	  -0.175504
1636.000000	  85.043664	  15.124688	  -0.168352
1635.000000	  84.990845	  15.136037	  -0.126882
1634.000000	  84.979058	  15.155232	  -0.134290
1633.000000	  84.947343	  15.174939	  -0.122282
1632.000000	  84.954786	  15.182111	  -0.136897
1631.000000	  84.941366	  15.198825	  -0.140191
1630.000000	  84.895943	  15.219704	  -0.115647
1629.000000	  84.889502	  15.230782	  -0.120284
1628.000000	  84.892148	  15.247225	  -0.139373
1627.000000	  84.829951	  15.254898	  -0.084849
1626.000000	  84.861488	  15.270376	  -0.131864
1625.000000	  84.820160	  15.285605	  -0.105765
1624.000000	  84.802107	  15.298752	  -0.100859
1623.000000	  84.762891	  15.314383	  -0.077274
1622.000000	  84.717339	  15.333959	  -0.051298
1621.000000	  84.721627	  15.342249	  -0.063876
1620.000000	  84.727590	  15.359807	  -0.087397
1619.000000	  84.699875	  15.377869	  -0.077744
1618.000000	  84.661619	  15.391611	  -0.053230
1617.000000	  84.624384	  15.407191	  -0.031575
1616.000000	  84.610672	  15.420960	  -0.031632
1615.000000	  84.623145	  15.438355	  -0.061500
1614.000000	  84.570353	  15.448038	  -0.018391
1613.000000	  84.533234	  15.467309	  -0.000543
1612.000000	  84.512236	  15.484067	   0.003697
1611.000000	  84.503329	  15.492925	   0.003746
1610.000000	  84.500108	  15.507955	  -0.008063
1609.000000	  84.469377	  15.523752	   0.006871
1608.000000	  84.444009	  15.541015	   0.014976
1607.000000	  84.424357	  15.559432	   0.016211
1606.000000	  84.378975	  15.571522	   0.049503
1605.000000	  84.391790	  15.591849	   0.016361
1604.000000	  84.382946	  15.612789	   0.004265
1603.000000	  84.355148	  15.622604	   0.022248
1602.000000	  84.319217	  15.640535	   0.040248
1601.000000	  84.307628	  15.658253	   0.034119
1600.000000	  84.290461	  15.677208	   0.032331
1599.000000	  84.264360	  15.692615	   0.043025
1598.000000	  84.229067	  15.704776	   0.066157
1597.000000	  84.222860	  15.724526	   0.052614
1596.000000	  84.191182	  15.737701	   0.071117
1595.000000	  84.167974	  15.756098	   0.075928
1594.000000	  84.158195	  15.771471	   0.070334
1593.000000	  84.134229	  15.789482	   0.076289
1592.000000	  84.103148	  15.803041	   0.093811
1591.000000	  84.099429	  15.820796	   0.079775
1590.000000	  84.066956	  15.831832	   0.101212
1589.000000	  84.041341	  15.850315	   0.108344
1588.000000	  84.027475	  15.871244	   0.101281
1587.000000	  83.995633	  15.882563	   0.121804
1586.000000	  83.965091	  15.903597	   0.131312
1585.000000	  83.958393	  15.922195	   0.119412
1584.000000	  83.933415	  15.934771	   0.131814
1583.000000	  83.905666	  15.952880	   0.141454
1582.000000	  83.879724	  15.965687	   0.154589
1581.000000	  83.851208	  15.988283	   0.160509
1580.000000	  83.830717	  16.006147	   0.163136
1579.000000	  83.805802	  16.020623	   0.173575
1578.000000	  83.788085	  16.038585	   0.173330
1577.000000	  83.764315	  16.054740	   0.180945
1576.000000	  83.741351	  16.071046	   0.187603
1575.000000	  83.719407	  16.085752	   0.194841
1574.000000	  83.680724	  16.105627	   0.213649
1573.000000	  83.663228	  16.118527	   0.218245
1572.000000	  83.639374	  16.135390	   0.225236
1571.000000	  83.614309	  16.151626	   0.234065
1570.000000	  83.601758	  16.171122	   0.227120
1569.000000	  83.575321	  16.190848	   0.233831
1568.000000	  83.552364	  16.204447	   0.243189
1567.000000	  83.522191	  16.220535	   0.257274
1566.000000	  83.485354	  16.241896	   0.272750
1565.000000	  83.473204	  16.261934	   0.264862
1564.000000	  83.443043	  16.273858	   0.283099
1563.000000	  83.418854	  16.289756	   0.291390
1562.000000	  83.403608	  16.304610	   0.291782
1561.000000	  83.383934	  16.318698	   0.297368
1560.000000	  83.359127	  16.340798	   0.300075
1559.000000	  83.345526	  16.355803	   0.298671
1558.000000	  83.317286	  16.372391	   0.310323
1557.000000	  83.291219	  16.387930	   0.320851
1556.000000	  83.261258	  16.404164	   0.334578
1555.000000	  83.245621	  16.421853	   0.332526
1554.000000	  83.214830	  16.438659	   0.346511
1553.000000	  83.198552	  16.453657	   0.347791
1552.000000	  83.174088	  16.470082	   0.355830
1551.000000	  83.145044	  16.487022	   0.367934
1550.000000	  83.128501	  16.505000	   0.366499
1549.000000	  83.116289	  16.520429	   0.363282
1548.000000	  83.085851	  16.536963	   0.377186
1547.000000	  83.060707	  16.553807	   0.385486
1546.000000	  83.036429	  16.566062	   0.397509
1545.000000	  83.016260	  16.583706	   0.400034
1544.000000	  82.993803	  16.608012	   0.398185
1543.000000	  82.956832	  16.626979	   0.416189
1542.000000	  82.951782	  16.636877	   0.411341
1541.000000	  82.943409	  16.649195	   0.407396
1540.000000	  82.907693	  16.666761	   0.425546
1539.000000	  82.873607	  16.685271	   0.441122
1538.000000	  82.839128	  16.702897	   0.457975
1537.000000	  82.833049	  16.719153	   0.447798
1536.000000	  82.815871	  16.736313	   0.447816
1535.000000	  82.788718	  16.753689	   0.457593
1534.000000	  82.761983	  16.772270	   0.465747
1533.000000	  82.737099	  16.789538	   0.473363
1532.000000	  82.728999	  16.802689	   0.468312
1531.000000	  82.687252	  16.819568	   0.493180
1530.000000	  82.649104	  16.834776	   0.516120
1529.000000	  82.646574	  16.847872	   0.505554
1528.000000	  82.635426	  16.865037	   0.499537
1527.000000	  82.597536	  16.881092	   0.521372
1526.000000	  82.549708	  16.896402	   0.553890
1525.000000	  82.528973	  16.914591	   0.556436
1524.000000	  82.519832	  16.935125	   0.545043
1523.000000	  82.474876	  16.951518	   0.573606
1522.000000	  82.459806	  16.967105	   0.573089
1521.000000	  82.446623	  16.984562	   0.568815
1520.000000	  82.406407	  17.002064	   0.591529
1519.000000	  82.368339	  17.018297	   0.613364
1518.000000	  82.348793	  17.039220	   0.611987
1517.000000	  82.342064	  17.057795	   0.600141
1516.000000	  82.315557	  17.070878	   0.613565
1515.000000	  82.279232	  17.090923	   0.629845
1514.000000	  82.241173	  17.111048	   0.647779
1513.000000	  82.214794	  17.130475	   0.654731
1512.000000	  82.206200	  17.146989	   0.646811
1511.000000	  82.192761	  17.160113	   0.647126
1510.000000	  82.166380	  17.180209	   0.653411
1509.000000	  82.124607	  17.199833	   0.675560
1508.000000	  82.082950	  17.220963	   0.696087
1507.000000	  82.058276	  17.239378	   0.702346
1506.000000	  82.048544	  17.251659	   0.699797
1505.000000	  82.026687	  17.270612	   0.702701
1504.000000	  81.997909	  17.291786	   0.710305
1503.000000	  81.979833	  17.306666	   0.713501
1502.000000	  81.965103	  17.324386	   0.710511
1501.000000	  81.937600	  17.343382	   0.719018
1500.000000	  81.909197	  17.365471	   0.725332
1499.000000	  81.887614	  17.388324	   0.724062
1498.000000	  81.864745	  17.406663	   0.728592
1497.000000	  81.837119	  17.425699	   0.737182
1496.000000	  81.803923	  17.438755	   0.757322
1495.000000	  81.769979	  17.455700	   0.774321
1494.000000	  81.750258	  17.478495	   0.771247
1493.000000	  81.732529	  17.498794	   0.768677
1492.000000	  81.705631	  17.520025	   0.774344
1491.000000	  81.673694	  17.535177	   0.791129
1490.000000	  81.652683	  17.556109	   0.791208
1489.000000	  81.636937	  17.575485	   0.787578
1488.000000	  81.601981	  17.595574	   0.802445
1487.000000	  81.572740	  17.619845	   0.807415
1486.000000	  81.545686	  17.635603	   0.818711
1485.000000	  81.524756	  17.652632	   0.822612
1484.000000	  81.499058	  17.671206	   0.829736
1483.000000	  81.479359	  17.690590	   0.830051
1482.000000	  81.457329	  17.713308	   0.829363
1481.000000	  81.431839	  17.732210	   0.835951
1480.000000	  81.408045	  17.745446	   0.846509
1479.000000	  81.377397	  17.764172	   0.858431
1478.000000	  81.331273	  17.779539	   0.889188
1477.000000	  81.309168	  17.797915	   0.892917
1476.000000	  81.283338	  17.811328	   0.905334
1475.000000	  81.257800	  17.829866	   0.912334
1474.000000	  81.242054	  17.849914	   0.908032
1473.000000	  81.219537	  17.871849	   0.908614
1472.000000	  81.181983	  17.890272	   0.927745
1471.000000	  81.152032	  17.908483	   0.939485
1470.000000	  81.131576	  17.926474	   0.941950
1469.000000	  81.103904	  17.938236	   0.957860
1468.000000	  81.088775	  17.950154	   0.961071
1467.000000	  81.045735	  17.969094	   0.985171
1466.000000	  81.050156	  17.990772	   0.959072
1465.000000	  81.025208	  18.008438	   0.966354
1464.000000	  80.985034	  18.016911	   0.998055
1463.000000	  80.954159	  18.033431	   1.012410
1462.000000	  80.914421	  18.057224	   1.028355
1461.000000	  80.882993	  18.077208	   1.039799
1460.000000	  80.885214	  18.093926	   1.020860
1459.000000	  80.860539	  18.116074	   1.023387
1458.000000	  80.820532	  18.133954	   1.045514
1457.000000	  80.799462	  18.152185	   1.048353
1456.000000	  80.778058	  18.176779	   1.045163
1455.000000	  80.747853	  18.192416	   1.059731
1454.000000	  80.731650	  18.209451	   1.058899
1453.000000	  80.708426	  18.230689	   1.060885
1452.000000	  80.682308	  18.252946	   1.064746
1451.000000	  80.662912	  18.268314	   1.068774
1450.000000	  80.641074	  18.284343	   1.074583
1449.000000	  80.616580	  18.300003	   1.083417
1448.000000	  80.588684	  18.315576	   1.095740
1447.000000	  80.553361	  18.335805	   1.110834
1446.000000	  80.541951	  18.355226	   1.102823
1445.000000	  80.517737	  18.370535	   1.111728
1444.000000	  80.477107	  18.388865	   1.134028
1443.000000	  80.457341	  18.393976	   1.148683
1442.000000	  80.440345	  18.414368	   1.145287
1441.000000	  80.408025	  18.438107	   1.153868
1440.000000	  80.389026	  18.450160	   1.160814
1439.000000	  80.363050	  18.470172	   1.166778
1438.000000	  80.329297	  18.490273	   1.180430
1437.000000	  80.316676	  18.511556	   1.171768
1436.000000	  80.324782	  18.534761	   1.140457
1435.000000	  80.291355	  18.559044	   1.149601
1434.000000	  80.259980	  18.564889	   1.175131
1433.000000	  80.236214	  18.582034	   1.181752
1432.000000	  80.221156	  18.603134	   1.175710
1431.000000	  80.200118	  18.624872	   1.175010
1430.000000	  80.173176	  18.638176	   1.188648
1429.000000	  80.140509	  18.651183	   1.208308
1428.000000	  80.098901	  18.673219	   1.227880
1427.000000	  80.072544	  18.685777	   1.241679
1426.000000	  80.064729	  18.709787	   1.225484
1425.000000	  80.045544	  18.727210	   1.227246
1424.000000	  80.016140	  18.752233	   1.231627
1423.000000	  79.988655	  18.775076	   1.236269
1422.000000	  79.971659	  18.785665	   1.242676
1421.000000	  79.934142	  18.803801	   1.262057
1420.000000	  79.927628	  18.831672	   1.240700
1419.000000	  79.903984	  18.848738	   1.247278
1418.000000	  79.851032	  18.863555	   1.285413
1417.000000	  79.869219	  18.882401	   1.248380
1416.000000	  79.835370	  18.897517	   1.267113
1415.000000	  79.829973	  18.920342	   1.249685
1414.000000	  79.763177	  18.933748	   1.303075
1413.000000	  79.775111	  18.969620	   1.255269
1412.000000	  79.731579	  18.974831	   1.293590
1411.000000	  79.710750	  19.007725	   1.281525
1410.000000	  79.696766	  19.029313	   1.273921
1409.000000	  79.679440	  19.037066	   1.283494
1408.000000	  79.668476	  19.057531	   1.273993
1407.000000	  79.616956	  19.072908	   1.310136
1406.000000	  79.602255	  19.091744	   1.306001
1405.000000	  79.580084	  19.108884	   1.311032
1404.000000	  79.563512	  19.106557	   1.329931
1403.000000	  79.524348	  19.119206	   1.356446
1402.000000	  79.518311	  19.140214	   1.341475
1401.000000	  79.466050	  19.152569	   1.381381
1400.000000	  79.452094	  19.173425	   1.374481
1399.000000	  79.424478	  19.195153	   1.380369
1398.000000	  79.404098	  19.210644	   1.385258
1397.000000	  79.373896	  19.231750	   1.394354
1396.000000	  79.349751	  19.241672	   1.408577
1395.000000	  79.328095	  19.257061	   1.414844
1394.000000	  79.305519	  19.260761	   1.433720
1393.000000	  79.298127	  19.270672	   1.431201
1392.000000	  79.275689	  19.286360	   1.437951
1391.000000	  79.234455	  19.314125	   1.451420
1390.000000	  79.226128	  19.330641	   1.443231
1389.000000	  79.206778	  19.353390	   1.439832
1388.000000	  79.191731	  19.376495	   1.431774
1387.000000	  79.175394	  19.407647	   1.416959
1386.000000	  79.175954	  19.439221	   1.384825
1385.000000	  79.170601	  19.465041	   1.364358
1384.000000	  79.122182	  19.470815	   1.407003
1383.000000	  79.112891	  19.473967	   1.413142
1382.000000	  79.093793	  19.470744	   1.435463
1381.000000	  79.054280	  19.446253	   1.499467
1380.000000	  79.052931	  19.436290	   1.510779
1379.000000	  79.014810	  19.435388	   1.549802
1378.000000	  78.997446	  19.438697	   1.563857
1377.000000	  78.982661	  19.440674	   1.576665
1376.000000	  78.961582	  19.464304	   1.574114
1375.000000	  78.924122	  19.493071	   1.582807
1374.000000	  78.949385	  19.538884	   1.511731
1373.000000	  78.917858	  19.578760	   1.503382
1372.000000	  78.884406	  19.606881	   1.508713
1371.000000	  78.872801	  19.638302	   1.488897
1370.000000	  78.858663	  19.651733	   1.489604
1369.000000	  78.834438	  19.670002	   1.495560
1368.000000	  78.813723	  19.673427	   1.512850
1367.000000	  78.775520	  19.687159	   1.537321
1366.000000	  78.775088	  19.702271	   1.522641
1365.000000	  78.743630	  19.708674	   1.547696
1364.000000	  78.733176	  19.711770	   1.555054
1363.000000	  78.704517	  19.712928	   1.582555
1362.000000	  78.693413	  19.718916	   1.587671
1361.000000	  78.672529	  19.716659	   1.610812
