#Datetime	Cumulative Time	N2	O2	4% H2	10% CO	CH4	H2
2014-01-15 09:39:31	0.00000	0.0	0.1	0.0	-0.9	-0.0	-0.1
2014-01-15 09:39:33	0.00056	0.0	0.2	0.3	-0.6	0.3	-0.1
2014-01-15 09:39:34	0.00083	96.0	0.0	-0.3	-0.9	-0.3	-0.1
2014-01-15 09:39:35	0.00111	97.0	0.0	0.3	-0.9	0.0	-0.1
2014-01-15 09:39:36	0.00139	97.0	0.1	-0.0	-1.2	0.3	-0.1
2014-01-15 09:39:37	0.00167	98.0	0.1	-0.3	-0.6	0.0	-0.1
2014-01-15 09:39:38	0.00194	97.0	0.1	0.3	-0.9	0.0	-0.1
2014-01-15 09:39:39	0.00222	98.0	0.2	-0.3	-0.6	0.0	-0.0
2014-01-15 09:39:40	0.00250	99.0	0.1	-0.0	-1.2	-0.0	-0.1
2014-01-15 09:39:41	0.00278	99.0	0.1	0.0	-0.3	0.3	-0.1
2014-01-15 09:39:42	0.00306	99.0	0.1	0.0	-0.6	-0.3	-0.1
2014-01-15 09:39:43	0.00333	98.0	0.1	-0.3	-0.9	-0.0	-0.1
2014-01-15 09:39:44	0.00361	98.0	0.2	0.3	-0.6	0.0	-0.1
2014-01-15 09:39:45	0.00389	98.0	0.1	0.0	-0.6	-0.3	-0.1
2014-01-15 09:39:46	0.00417	98.0	0.1	-0.6	-0.9	0.0	-0.1
2014-01-15 09:39:47	0.00444	99.0	0.2	-0.0	-0.6	0.0	-0.1
2014-01-15 09:39:48	0.00472	99.0	0.1	0.3	-1.2	-0.0	-0.1
2014-01-15 09:39:49	0.00500	99.0	0.1	0.3	-1.2	0.0	-0.1
2014-01-15 09:39:50	0.00528	99.0	0.1	0.0	-0.6	-0.0	-0.1
2014-01-15 09:39:51	0.00556	99.0	0.1	0.0	-0.6	-0.3	-0.0
2014-01-15 09:39:52	0.00583	99.0	0.1	0.3	-1.2	0.0	-0.1
2014-01-15 09:39:53	0.00611	99.0	0.1	-0.3	-0.9	0.3	-0.1
2014-01-15 09:39:54	0.00639	100.0	0.1	0.3	-0.9	0.0	-0.1
2014-01-15 09:39:55	0.00667	99.0	0.1	0.0	-0.9	-0.0	-0.1
2014-01-15 09:39:56	0.00694	98.0	0.2	-0.3	-0.6	0.0	0.0
2014-01-15 09:39:57	0.00722	99.0	0.0	0.3	-0.9	0.0	-0.0
2014-01-15 09:39:58	0.00750	99.0	0.1	0.0	-0.6	0.3	-0.1
2014-01-15 09:39:59	0.00778	98.0	0.1	-0.0	-0.6	0.0	-0.1
2014-01-15 09:40:00	0.00806	99.0	0.1	0.0	-0.9	0.3	-0.1
2014-01-15 09:40:01	0.00833	98.0	0.2	-0.0	-1.2	0.3	-0.0
2014-01-15 09:40:02	0.00861	99.0	0.0	-0.0	-1.2	-0.0	-0.1
2014-01-15 09:40:03	0.00889	99.0	0.1	0.3	-0.6	0.3	-0.1
2014-01-15 09:40:04	0.00917	99.0	0.2	-0.3	-0.6	0.0	0.0
2014-01-15 09:40:05	0.00944	98.0	0.0	0.0	-0.9	0.3	-0.1
2014-01-15 09:40:06	0.00972	100.0	0.1	-0.3	-0.6	0.0	-0.2
2014-01-15 09:40:07	0.01000	98.0	0.1	-0.3	-0.9	-0.0	-0.1
2014-01-15 09:40:08	0.01028	99.0	0.2	0.0	-0.9	-0.0	-0.1
2014-01-15 09:40:09	0.01056	101.0	0.2	-0.3	-0.9	0.0	-0.1
2014-01-15 09:40:10	0.01083	99.0	0.1	-0.0	-0.6	-0.3	-0.1
2014-01-15 09:40:11	0.01111	98.0	0.1	0.0	-0.6	0.0	-0.1
2014-01-15 09:40:12	0.01139	97.0	0.1	0.6	-0.9	0.3	-0.1
2014-01-15 09:40:13	0.01167	99.0	0.2	-0.3	-0.6	-0.0	-0.0
2014-01-15 09:40:14	0.01194	100.0	0.1	0.3	-0.6	0.0	-0.1
2014-01-15 09:40:15	0.01222	98.0	0.2	-0.3	-0.6	-0.0	-0.0
2014-01-15 09:40:16	0.01250	99.0	0.1	-0.3	-0.9	0.6	-0.1
2014-01-15 09:40:17	0.01278	99.0	0.1	-0.6	-1.2	-0.3	-0.1
2014-01-15 09:40:18	0.01306	99.0	0.1	0.3	-0.9	0.0	-0.1
2014-01-15 09:40:19	0.01333	99.0	0.2	-0.0	-0.9	-0.0	-0.0
2014-01-15 09:40:20	0.01361	99.0	0.2	0.3	-1.2	-0.3	-0.1
2014-01-15 09:40:21	0.01389	101.0	0.2	-0.6	-1.2	-0.0	-0.1
2014-01-15 09:40:22	0.01417	99.0	0.4	-0.3	-0.9	0.3	-0.1
2014-01-15 09:40:23	0.01444	99.0	1.0	-0.0	-1.5	-0.0	-0.1
2014-01-15 09:40:24	0.01472	99.0	2.0	-0.0	-0.9	-0.0	-0.1
2014-01-15 09:40:25	0.01500	99.0	2.7	-0.3	-1.2	-0.3	-0.0
2014-01-15 09:40:26	0.01528	100.0	3.5	-0.0	-0.9	-0.3	-0.1
2014-01-15 09:40:27	0.01556	98.0	4.3	-0.3	-0.9	0.3	-0.1
2014-01-15 09:40:28	0.01583	99.0	4.4	-0.3	-0.6	0.3	-0.1
2014-01-15 09:40:29	0.01611	99.0	4.4	0.0	-1.2	-0.6	-0.1
2014-01-15 09:40:30	0.01639	101.0	4.3	-0.3	-0.9	0.3	-0.1
2014-01-15 09:40:31	0.01667	99.0	4.2	-0.0	-1.2	-0.3	-0.1
2014-01-15 09:40:32	0.01694	99.0	4.1	-0.3	-0.6	-0.3	-0.0
2014-01-15 09:40:33	0.01722	99.0	4.1	0.3	-0.9	0.0	-0.1
2014-01-15 09:40:34	0.01750	99.0	4.0	-0.0	-0.6	-0.0	-0.1
2014-01-15 09:40:35	0.01778	99.0	4.0	-0.0	-0.3	0.3	-0.1
2014-01-15 09:40:36	0.01806	99.0	3.8	-0.0	-1.2	-0.3	-0.1
2014-01-15 09:40:37	0.01833	98.0	3.7	0.3	-1.2	0.0	-0.1
2014-01-15 09:40:38	0.01861	100.0	3.7	-0.3	-1.2	-0.3	-0.1
2014-01-15 09:40:39	0.01889	98.0	3.6	0.0	-1.2	-0.0	-0.1
2014-01-15 09:40:40	0.01917	98.0	3.5	-0.3	-0.9	0.6	-0.0
2014-01-15 09:40:41	0.01944	100.0	3.4	-0.3	-0.6	-0.0	-0.1
2014-01-15 09:40:42	0.01972	99.0	3.4	-0.3	-0.9	0.3	-0.1
2014-01-15 09:40:43	0.02000	99.0	3.1	0.0	-0.9	-0.0	-0.1
2014-01-15 09:40:44	0.02028	100.0	3.1	0.0	-0.9	-0.0	-0.0
2014-01-15 09:40:45	0.02056	99.0	3.1	0.3	-0.9	-0.3	-0.1
2014-01-15 09:40:46	0.02083	99.0	3.1	-0.0	-0.9	-0.3	-0.0
2014-01-15 09:40:47	0.02111	99.0	2.8	-0.0	-0.6	0.0	-0.1
2014-01-15 09:40:48	0.02139	99.0	2.9	0.3	-0.9	-0.0	-0.0
2014-01-15 09:40:49	0.02167	100.0	2.8	-0.0	-0.6	0.3	-0.1
2014-01-15 09:40:50	0.02194	99.0	2.6	0.0	-0.3	-0.0	-0.1
2014-01-15 09:40:51	0.02222	99.0	2.6	-0.0	-1.2	0.6	-0.1
2014-01-15 09:40:52	0.02250	99.0	2.5	-0.3	-0.9	0.0	-0.1
2014-01-15 09:40:53	0.02278	98.0	2.4	0.3	-0.9	-0.6	-0.0
2014-01-15 09:40:54	0.02306	99.0	2.3	-0.0	-1.2	0.3	-0.1
2014-01-15 09:40:55	0.02333	99.0	2.2	0.0	-0.9	-0.3	-0.1
2014-01-15 09:40:56	0.02361	99.0	2.2	0.0	-0.6	0.0	-0.1
2014-01-15 09:40:57	0.02389	99.0	2.1	-0.3	-0.9	0.3	-0.1
2014-01-15 09:40:58	0.02417	100.0	2.0	0.3	-0.9	0.0	-0.1
2014-01-15 09:40:59	0.02444	99.0	1.9	0.0	-1.2	0.0	-0.1
2014-01-15 09:41:00	0.02472	99.0	1.7	-0.3	-0.9	0.3	-0.0
2014-01-15 09:41:01	0.02500	100.0	1.7	-0.0	-1.2	-0.3	-0.1
2014-01-15 09:41:02	0.02528	98.0	1.7	0.3	-0.9	-0.3	-0.1
2014-01-15 09:41:03	0.02556	99.0	1.5	0.0	-0.3	0.3	-0.1
2014-01-15 09:41:04	0.02583	99.0	1.5	-0.0	-0.9	0.0	-0.1
2014-01-15 09:41:05	0.02611	99.0	1.5	-0.3	-0.9	0.0	-0.1
2014-01-15 09:41:06	0.02639	99.0	1.4	0.0	-1.2	0.0	-0.1
2014-01-15 09:41:07	0.02667	99.0	1.3	-0.0	-0.3	0.3	-0.1
2014-01-15 09:41:08	0.02694	100.0	1.4	-0.3	-0.6	0.3	-0.1
2014-01-15 09:41:09	0.02722	100.0	1.3	-0.3	-0.6	0.0	-0.1
2014-01-15 09:41:10	0.02750	99.0	1.2	0.3	-1.2	0.3	-0.1
2014-01-15 09:41:11	0.02778	99.0	1.2	-0.3	-0.9	0.3	-0.1
2014-01-15 09:41:12	0.02806	99.0	1.2	-0.3	-0.6	-0.0	-0.0
2014-01-15 09:41:13	0.02833	98.0	1.2	-0.0	-0.6	-0.0	-0.0
2014-01-15 09:41:14	0.02861	100.0	1.2	0.0	-0.9	0.3	-0.1
2014-01-15 09:41:15	0.02889	98.0	1.1	-0.0	-0.9	0.3	-0.0
2014-01-15 09:41:16	0.02917	99.0	1.0	0.3	-0.9	0.0	-0.1
2014-01-15 09:41:17	0.02944	100.0	1.0	-0.6	-1.2	-0.0	-0.1
2014-01-15 09:41:18	0.02972	99.0	1.1	-0.0	-0.6	0.3	-0.1
2014-01-15 09:41:19	0.03000	99.0	0.9	-0.6	-0.9	0.3	-0.1
2014-01-15 09:41:20	0.03028	99.0	0.9	-0.3	-1.5	-0.3	-0.1
2014-01-15 09:41:21	0.03056	99.0	1.0	-0.3	-0.9	0.0	-0.1
2014-01-15 09:41:22	0.03083	99.0	1.0	-0.0	-0.9	0.3	-0.1
2014-01-15 09:41:23	0.03111	99.0	0.9	-0.3	-0.6	-0.3	-0.1
2014-01-15 09:41:24	0.03139	99.0	0.9	0.0	-1.2	-0.0	-0.1
2014-01-15 09:41:25	0.03167	99.0	1.0	-0.6	-1.2	-0.0	-0.1
2014-01-15 09:41:26	0.03194	99.0	0.9	-0.3	-0.9	0.3	-0.0
2014-01-15 09:41:27	0.03222	100.0	0.8	-0.0	-1.2	-0.0	-0.1
2014-01-15 09:41:28	0.03250	99.0	0.9	-0.6	-0.3	-0.3	-0.1
2014-01-15 09:41:29	0.03278	99.0	0.9	0.0	-0.6	0.3	-0.1
2014-01-15 09:41:30	0.03306	98.0	0.9	0.0	-1.2	0.3	-0.0
2014-01-15 09:41:31	0.03333	99.0	0.9	0.3	-0.9	0.0	-0.1
2014-01-15 09:41:32	0.03361	73.0	0.5	-0.0	-0.6	-0.0	-0.1
2014-01-15 09:41:34	0.03417	73.0	0.4	0.3	-1.2	0.3	-0.1
2014-01-15 09:41:35	0.03444	73.0	0.2	-0.0	-0.6	-0.3	-0.1
2014-01-15 09:41:36	0.03472	73.0	0.1	-0.3	-0.6	0.0	-0.1
2014-01-15 09:41:37	0.03500	73.0	0.0	17.4	-0.6	-0.0	-0.1
2014-01-15 09:41:38	0.03528	73.0	0.2	24.0	-0.9	-0.3	-0.1
2014-01-15 09:41:39	0.03556	73.0	0.1	23.7	-0.6	0.0	-0.1
2014-01-15 09:41:40	0.03583	74.0	0.0	24.0	-0.9	0.3	-0.1
2014-01-15 09:41:41	0.03611	73.0	0.2	24.0	-0.9	-0.0	-0.1
2014-01-15 09:41:42	0.03639	74.0	0.1	24.3	-0.9	-0.6	-0.1
2014-01-15 09:41:43	0.03667	74.0	0.1	24.0	-0.6	0.3	-0.1
2014-01-15 09:41:44	0.03694	74.0	0.2	24.6	-1.2	-0.0	-0.1
2014-01-15 09:41:45	0.03722	74.0	0.1	24.9	-1.2	-0.0	-0.1
2014-01-15 09:41:46	0.03750	75.0	0.1	24.6	-0.6	-0.0	-0.1
2014-01-15 09:41:47	0.03778	74.0	0.1	24.9	-1.2	0.0	-0.1
2014-01-15 09:41:48	0.03806	74.0	0.1	24.9	-0.9	-0.0	-0.2
2014-01-15 09:41:49	0.03833	74.0	0.1	25.2	-1.2	-0.3	-0.0
2014-01-15 09:41:50	0.03861	74.0	0.2	24.6	-0.6	0.0	-0.0
2014-01-15 09:41:51	0.03889	74.0	0.1	25.2	-0.9	-0.0	-0.1
2014-01-15 09:41:52	0.03917	74.0	0.2	25.2	-0.9	0.3	-0.1
2014-01-15 09:41:53	0.03944	74.0	0.1	24.9	-0.6	0.0	-0.1
2014-01-15 09:41:54	0.03972	73.0	0.1	24.6	-0.6	-0.0	-0.1
2014-01-15 09:41:55	0.04000	74.0	0.1	24.9	-0.9	0.0	-0.1
2014-01-15 09:41:56	0.04028	74.0	0.0	24.9	-0.6	0.0	-0.1
2014-01-15 09:41:57	0.04056	74.0	0.1	24.9	-0.6	0.0	-0.0
2014-01-15 09:41:58	0.04083	73.0	0.1	24.6	-1.2	0.3	-0.1
2014-01-15 09:41:59	0.04111	74.0	0.1	25.2	-1.2	0.0	-0.1
2014-01-15 09:42:00	0.04139	74.0	0.1	24.9	-1.2	-0.3	-0.0
2014-01-15 09:42:01	0.04167	74.0	0.1	24.9	-0.6	0.3	-0.1
2014-01-15 09:42:02	0.04194	73.0	0.1	24.6	-1.2	0.3	-0.2
2014-01-15 09:42:03	0.04222	73.0	0.0	24.9	-0.6	0.0	-0.1
2014-01-15 09:42:04	0.04250	74.0	0.1	24.9	-0.9	0.0	-0.0
2014-01-15 09:42:05	0.04278	74.0	0.1	25.2	-1.2	0.3	-0.0
2014-01-15 09:42:06	0.04306	74.0	0.1	25.2	-0.6	0.0	-0.0
2014-01-15 09:42:07	0.04333	73.0	0.2	24.9	-0.6	0.0	-0.1
2014-01-15 09:42:08	0.04361	74.0	0.0	24.9	-0.9	-0.0	-0.1
2014-01-15 09:42:09	0.04389	74.0	0.1	24.9	-1.2	0.0	-0.1
2014-01-15 09:42:10	0.04417	74.0	0.2	24.9	-0.9	-0.3	-0.1
2014-01-15 09:42:11	0.04444	73.0	0.2	24.3	-0.9	0.0	-0.1
2014-01-15 09:42:12	0.04472	74.0	0.1	24.9	-0.9	-0.0	-0.1
2014-01-15 09:42:13	0.04500	74.0	0.1	25.5	-0.9	0.0	-0.1
2014-01-15 09:42:14	0.04528	74.0	0.0	24.9	-0.9	-0.3	-0.1
2014-01-15 09:42:15	0.04556	74.0	0.1	24.9	-0.6	0.3	-0.1
2014-01-15 09:42:16	0.04583	74.0	0.1	24.9	-0.9	-0.3	-0.1
2014-01-15 09:42:17	0.04611	75.0	0.1	24.9	-0.9	-0.3	-0.0
2014-01-15 09:42:18	0.04639	74.0	0.1	24.9	-0.9	0.0	-0.0
2014-01-15 09:42:19	0.04667	75.0	0.2	24.9	-0.6	0.0	-0.0
2014-01-15 09:42:20	0.04694	74.0	0.0	24.9	-0.9	0.3	-0.0
2014-01-15 09:42:21	0.04722	74.0	0.2	25.2	-1.2	0.0	-0.0
2014-01-15 09:42:22	0.04750	75.0	0.1	24.9	-1.2	0.0	-0.0
2014-01-15 09:42:23	0.04778	74.0	0.1	25.2	-0.9	0.0	-0.1
2014-01-15 09:42:24	0.04806	74.0	0.1	24.9	-0.9	-0.0	-0.1
2014-01-15 09:42:25	0.04833	74.0	0.1	24.9	-0.9	-0.0	-0.1
2014-01-15 09:42:26	0.04861	74.0	0.1	24.9	-0.6	0.3	-0.1
2014-01-15 09:42:27	0.04889	74.0	0.1	25.2	-1.2	-0.3	-0.1
2014-01-15 09:42:28	0.04917	74.0	0.2	25.2	-1.2	-0.0	-0.1
2014-01-15 09:42:29	0.04944	73.0	0.1	24.9	-0.6	0.0	-0.1
2014-01-15 09:42:30	0.04972	74.0	0.1	24.9	-0.6	-0.0	-0.1
2014-01-15 09:42:31	0.05000	74.0	0.2	24.9	-0.9	0.3	-0.1
2014-01-15 09:42:32	0.05028	74.0	0.2	24.6	-1.2	0.3	-0.2
2014-01-15 09:42:33	0.05056	74.0	0.1	24.9	-1.2	0.3	-0.1
2014-01-15 09:42:34	0.05083	74.0	0.1	24.6	-1.2	-0.3	-0.1
2014-01-15 09:42:35	0.05111	74.0	0.2	24.9	-1.2	-0.3	-0.1
2014-01-15 09:42:36	0.05139	74.0	0.2	24.9	-0.9	0.0	-0.1
2014-01-15 09:42:37	0.05167	75.0	0.3	25.2	-0.9	-0.0	-0.1
2014-01-15 09:42:38	0.05194	74.0	0.5	25.2	-1.2	-0.3	-0.0
2014-01-15 09:42:39	0.05222	74.0	1.4	24.6	-0.6	0.3	-0.1
2014-01-15 09:42:40	0.05250	74.0	2.0	24.6	-0.9	0.0	-0.0
2014-01-15 09:42:41	0.05278	74.0	2.6	25.2	-0.6	0.3	-0.2
2014-01-15 09:42:42	0.05306	74.0	3.2	24.9	-0.6	0.3	-0.1
2014-01-15 09:42:43	0.05333	74.0	3.8	24.9	-0.9	0.0	-0.1
2014-01-15 09:42:44	0.05361	74.0	3.9	24.9	-0.3	0.6	-0.1
2014-01-15 09:42:45	0.05389	74.0	4.0	24.6	-0.6	0.3	-0.1
2014-01-15 09:42:46	0.05417	75.0	4.1	24.6	-0.9	-0.3	-0.1
2014-01-15 09:42:47	0.05444	74.0	4.2	25.2	-0.6	0.0	-0.1
2014-01-15 09:42:48	0.05472	74.0	4.2	24.6	-0.9	-0.0	-0.0
2014-01-15 09:42:49	0.05500	74.0	4.1	24.9	-0.9	0.0	0.0
2014-01-15 09:42:50	0.05528	74.0	4.0	25.2	-0.9	0.0	-0.1
2014-01-15 09:42:51	0.05556	73.0	4.0	24.6	-1.2	-0.0	-0.1
2014-01-15 09:42:52	0.05583	74.0	3.9	24.3	-1.2	0.3	-0.0
2014-01-15 09:42:53	0.05611	74.0	3.9	25.2	-1.2	0.0	-0.1
2014-01-15 09:42:54	0.05639	74.0	3.8	24.9	-0.9	0.3	-0.1
2014-01-15 09:42:55	0.05667	74.0	3.7	25.2	-0.9	-0.0	-0.1
2014-01-15 09:42:56	0.05694	73.0	3.6	24.9	-0.9	-0.0	-0.0
2014-01-15 09:42:57	0.05722	75.0	3.4	24.6	-0.9	-0.3	-0.0
2014-01-15 09:42:58	0.05750	73.0	3.4	24.6	-0.9	-0.0	-0.1
2014-01-15 09:42:59	0.05778	73.0	3.3	24.6	-0.9	-0.3	-0.1
2014-01-15 09:43:00	0.05806	74.0	3.2	24.9	-0.9	-0.3	-0.0
2014-01-15 09:43:01	0.05833	74.0	3.2	25.2	-1.2	-0.0	-0.1
2014-01-15 09:43:02	0.05861	75.0	3.0	24.9	-0.6	-0.3	-0.1
2014-01-15 09:43:03	0.05889	74.0	2.9	24.6	-0.6	0.0	-0.0
2014-01-15 09:43:04	0.05917	73.0	2.9	24.6	-0.3	-0.3	-0.1
2014-01-15 09:43:05	0.05944	74.0	2.8	24.9	-0.9	0.3	-0.1
2014-01-15 09:43:06	0.05972	74.0	2.8	24.9	-0.9	0.3	-0.1
2014-01-15 09:43:07	0.06000	74.0	2.6	24.6	-0.6	0.0	-0.0
2014-01-15 09:43:08	0.06028	75.0	2.5	25.2	-0.6	0.3	-0.0
2014-01-15 09:43:09	0.06056	74.0	2.5	24.9	-0.6	0.3	-0.1
2014-01-15 09:43:10	0.06083	74.0	2.4	25.2	-0.9	-0.0	-0.1
2014-01-15 09:43:11	0.06111	74.0	2.3	25.2	-0.9	0.3	-0.0
2014-01-15 09:43:12	0.06139	74.0	2.3	24.9	-1.2	-0.3	-0.1
2014-01-15 09:43:13	0.06167	74.0	2.2	25.2	-0.9	-0.3	-0.1
2014-01-15 09:43:14	0.06194	74.0	2.1	24.9	-0.9	-0.3	-0.1
2014-01-15 09:43:15	0.06222	73.0	1.9	24.9	-0.9	-0.0	-0.0
2014-01-15 09:43:16	0.06250	74.0	1.9	24.9	-0.3	-0.6	-0.1
2014-01-15 09:43:17	0.06278	73.0	1.9	24.9	-0.9	0.3	-0.1
2014-01-15 09:43:18	0.06306	74.0	1.7	24.9	-1.2	0.0	-0.0
2014-01-15 09:43:19	0.06333	74.0	1.7	24.9	-0.9	-0.0	-0.1
2014-01-15 09:43:20	0.06361	74.0	1.6	25.2	-1.2	0.0	-0.1
2014-01-15 09:43:21	0.06389	73.0	1.6	24.9	-0.9	0.3	-0.1
2014-01-15 09:43:22	0.06417	74.0	1.5	24.9	-1.2	0.0	-0.1
2014-01-15 09:43:23	0.06444	74.0	1.4	25.2	-0.9	0.0	-0.0
2014-01-15 09:43:24	0.06472	74.0	1.4	24.9	-0.9	0.0	-0.0
2014-01-15 09:43:25	0.06500	74.0	1.3	24.9	-0.9	-0.3	-0.1
2014-01-15 09:43:26	0.06528	73.0	1.3	24.9	-0.6	-0.3	-0.1
2014-01-15 09:43:27	0.06556	74.0	1.3	25.2	-0.9	-0.3	-0.1
2014-01-15 09:43:28	0.06583	75.0	1.2	24.9	-0.9	-0.0	-0.0
2014-01-15 09:43:29	0.06611	74.0	1.2	25.2	-0.6	0.3	-0.1
2014-01-15 09:43:30	0.06639	74.0	1.1	25.2	-0.3	0.0	-0.1
2014-01-15 09:43:31	0.06667	74.0	1.1	24.6	-0.3	-0.0	-0.2
2014-01-15 09:43:32	0.06694	73.0	1.0	24.9	-0.6	0.3	-0.0
2014-01-15 09:43:33	0.06722	75.0	1.1	25.2	-0.9	0.0	-0.1
2014-01-15 09:43:34	0.06750	74.0	1.1	24.6	-1.2	0.3	-0.1
2014-01-15 09:43:35	0.06778	74.0	1.1	25.2	-0.3	0.0	-0.1
2014-01-15 09:43:36	0.06806	74.0	0.9	25.2	-1.2	-0.0	-0.1
2014-01-15 09:43:37	0.06833	74.0	1.0	25.2	-1.2	-0.0	-0.0
2014-01-15 09:43:38	0.06861	74.0	0.9	25.2	-0.6	0.3	-0.0
2014-01-15 09:43:39	0.06889	74.0	1.0	24.9	-0.9	-0.3	-0.1
2014-01-15 09:43:40	0.06917	74.0	0.9	24.6	-0.9	-0.3	-0.1
2014-01-15 09:43:41	0.06944	74.0	0.9	24.9	-0.9	0.3	-0.0
2014-01-15 09:43:42	0.06972	74.0	1.0	24.9	-0.9	0.0	-0.1
2014-01-15 09:43:43	0.07000	74.0	0.8	24.9	-0.6	-0.0	-0.0
2014-01-15 09:43:44	0.07028	73.0	0.9	25.2	-0.9	-0.3	-0.0
2014-01-15 09:43:45	0.07056	75.0	0.8	24.3	-0.6	0.3	-0.1
2014-01-15 09:43:46	0.07083	75.0	0.9	24.6	-0.9	0.3	-0.0
2014-01-15 09:43:47	0.07111	74.0	0.8	24.9	-1.2	-0.0	-0.1
2014-01-15 09:43:48	0.07139	74.0	0.8	24.6	-0.9	0.0	-0.1
2014-01-15 09:43:49	0.07167	74.0	0.8	25.2	-0.9	-0.0	-0.1
2014-01-15 09:43:50	0.07194	74.0	0.9	25.2	-1.2	0.0	-0.1
2014-01-15 09:43:51	0.07222	73.0	0.9	24.9	-1.2	-0.0	-0.1
2014-01-15 09:43:52	0.07250	74.0	0.9	25.2	-0.9	-0.0	-0.1
2014-01-15 09:43:53	0.07278	75.0	0.9	24.3	-1.2	0.3	-0.1
2014-01-15 09:43:54	0.07306	75.0	0.9	25.8	-0.6	-0.3	-0.1
2014-01-15 09:43:55	0.07333	74.0	1.0	24.9	-1.2	0.0	-0.0
2014-01-15 09:43:56	0.07361	74.0	0.8	24.9	-0.6	0.0	-0.1
2014-01-15 09:43:57	0.07389	75.0	0.8	24.9	-0.6	0.0	-0.0
2014-01-15 09:43:58	0.07417	74.0	0.9	24.6	-0.6	-0.3	-0.1
2014-01-15 09:43:59	0.07444	74.0	1.0	25.2	-0.6	0.3	-0.1
2014-01-15 09:44:00	0.07472	74.0	1.0	24.9	-0.6	-0.3	-0.0
2014-01-15 09:44:01	0.07500	74.0	0.9	24.9	-0.9	0.0	-0.1
2014-01-15 09:44:02	0.07528	74.0	0.9	24.9	-0.9	0.3	-0.0
2014-01-15 09:44:03	0.07556	74.0	0.9	25.2	-0.9	0.0	-0.1
2014-01-15 09:44:04	0.07583	74.0	1.0	25.2	-1.2	-0.3	-0.0
2014-01-15 09:44:05	0.07611	74.0	1.0	24.3	-0.9	-0.0	-0.1
2014-01-15 09:44:06	0.07639	74.0	1.0	24.6	-0.9	-0.0	-0.0
2014-01-15 09:44:07	0.07667	74.0	1.0	24.9	-0.9	0.0	-0.1
2014-01-15 09:44:08	0.07694	74.0	0.9	25.2	-1.2	0.0	-0.0
2014-01-15 09:44:09	0.07722	74.0	1.0	25.2	-0.9	-0.3	-0.0
2014-01-15 09:44:10	0.07750	74.0	1.0	25.2	-1.2	-0.0	-0.1
2014-01-15 09:44:11	0.07778	74.0	1.0	24.9	-0.9	-0.6	-0.1
2014-01-15 09:44:12	0.07806	75.0	0.9	25.2	-0.6	-0.3	-0.1
2014-01-15 09:44:13	0.07833	75.0	1.1	24.9	-0.9	-0.0	-0.1
2014-01-15 09:44:14	0.07861	73.0	1.0	24.9	-0.9	0.0	-0.1
2014-01-15 09:44:15	0.07889	74.0	1.1	24.9	-0.9	0.0	-0.1
2014-01-15 09:44:16	0.07917	75.0	1.0	24.9	-0.9	0.0	-0.1
2014-01-15 09:44:17	0.07944	74.0	1.1	24.9	-0.9	0.0	-0.0
2014-01-15 09:44:18	0.07972	74.0	1.1	24.6	-0.9	-0.0	-0.1
2014-01-15 09:44:19	0.08000	74.0	1.0	24.9	-0.6	-0.3	-0.2
2014-01-15 09:44:20	0.08028	74.0	1.1	24.6	-0.6	-0.3	-0.0
2014-01-15 09:44:21	0.08056	74.0	1.1	24.9	-0.9	0.0	-0.1
2014-01-15 09:44:22	0.08083	74.0	1.0	24.6	-0.6	-0.0	-0.0
2014-01-15 09:44:23	0.08111	74.0	1.1	24.9	-0.6	0.0	-0.0
2014-01-15 09:44:24	0.08139	74.0	1.0	24.9	-1.2	0.0	-0.1
2014-01-15 09:44:25	0.08167	74.0	1.0	24.6	-0.9	-0.0	-0.1
2014-01-15 09:44:26	0.08194	74.0	1.2	25.2	-0.9	0.0	-0.1
2014-01-15 09:44:27	0.08222	74.0	1.0	24.9	-0.6	0.3	-0.1
2014-01-15 09:44:28	0.08250	74.0	1.0	24.9	-0.6	0.3	-0.1
2014-01-15 09:44:29	0.08278	74.0	1.1	24.9	-0.9	-0.3	0.0
2014-01-15 09:44:30	0.08306	75.0	1.0	24.9	-0.9	-0.0	-0.0
2014-01-15 09:44:31	0.08333	73.0	1.0	24.6	-1.2	0.0	-0.1
2014-01-15 09:44:32	0.08361	74.0	1.0	24.9	-1.2	0.3	-0.1
2014-01-15 09:44:33	0.08389	75.0	1.1	24.9	-0.6	-0.3	-0.1
2014-01-15 09:44:34	0.08417	74.0	1.1	24.9	-0.9	-0.0	-0.1
2014-01-15 09:44:35	0.08444	74.0	1.0	24.9	-0.9	-0.0	-0.0
2014-01-15 09:44:36	0.08472	73.0	1.1	25.2	-0.9	0.0	-0.0
2014-01-15 09:44:37	0.08500	74.0	1.0	24.9	-0.3	0.3	-0.1
2014-01-15 09:44:38	0.08528	74.0	1.0	25.2	-0.9	-0.0	-0.0
2014-01-15 09:44:39	0.08556	75.0	1.1	25.2	-1.2	0.0	-0.1
2014-01-15 09:44:40	0.08583	76.0	1.1	24.6	-0.9	0.3	-0.1
2014-01-15 09:44:41	0.08611	73.0	1.0	24.9	-0.9	-0.0	0.0
2014-01-15 09:44:42	0.08639	74.0	1.1	25.2	-0.6	0.3	-0.2
2014-01-15 09:44:43	0.08667	73.0	1.0	24.9	-0.3	0.0	-0.0
2014-01-15 09:44:44	0.08694	74.0	1.0	24.6	-0.9	-0.0	-0.1
